icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;14;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;4;2;5
C01;Base of tongue;8;-;-;-;-;-;-;-;-;1;1;3;2;1;-;-;-;-;-
C02;Tongue;32;-;-;-;-;-;-;-;-;-;4;4;3;2;1;4;7;5;2
C03;Gum;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1
C04;Floor of mouth;14;-;-;-;-;-;-;-;1;1;2;2;1;2;1;2;2;-;-
C05;Palate;10;-;-;-;-;-;-;1;-;-;-;3;1;-;-;3;1;1;-
C06;Mouth, NOS;23;-;-;-;-;-;-;-;1;-;-;4;4;1;3;5;1;1;3
C07;Parotid gland;16;-;-;-;-;-;-;-;-;1;-;1;1;1;4;2;3;1;2
C08;Salivary glands, NOS;7;-;-;-;-;-;-;1;1;1;-;-;-;-;1;2;1;-;-
C09;Tonsil;26;-;-;-;-;-;-;-;1;2;3;5;3;3;1;3;3;2;-
C10;Oropharynx;10;-;-;-;-;-;-;-;-;2;-;1;1;2;1;1;1;1;-
C11;Nasopharynx;3;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-
C12;Pyriform sinus;5;-;-;-;-;-;-;-;-;-;-;1;2;-;-;2;-;-;-
C13;Hypopharynx;6;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;1;-;-
C14;Lip, oral cavity and pharynx, NOS;3;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-
C15;Oesophagus;109;-;-;-;1;-;-;-;1;4;2;3;12;10;15;14;16;19;12
C16;Stomach;337;-;-;-;1;1;1;4;6;5;10;11;13;24;31;49;58;50;73
C17;Small intestine;47;-;-;-;-;-;-;3;-;-;3;2;5;2;5;4;11;6;6
C18;Colon;1236;-;1;2;2;1;2;2;5;16;29;57;54;100;161;180;245;182;197
C19;Rectosigmoid junction;117;-;-;-;-;-;-;2;-;4;3;9;10;10;18;18;23;9;11
C20;Rectum;549;-;-;-;-;-;-;4;3;9;17;31;45;51;85;72;98;63;71
C21;Anus and anal canal;38;-;-;-;-;-;-;-;-;2;-;4;5;3;7;3;5;3;6
C22;Liver and intrahepatic bile ducts;99;1;-;-;-;-;1;-;-;-;4;5;4;12;7;16;13;19;17
C23;Gallbladder;39;-;-;-;-;-;-;-;-;1;-;2;1;8;4;8;8;3;4
C24;Biliary tract, NOS;35;-;-;-;-;-;-;-;-;-;2;-;1;4;7;5;8;4;4
C25;Pancreas;249;-;-;-;-;-;-;1;1;6;5;16;15;25;36;38;33;28;45
C26;Other ill-defined digestive organs;8;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;3;-;1
C30;Nasal cavity and middle ear;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
C31;Accessory sinuses;8;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;3;1;1
C32;Larynx;34;-;-;-;-;-;1;-;-;4;5;2;6;5;4;-;5;1;1
C33;Trachea;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C34;Bronchus and lung;558;-;-;-;-;1;-;3;7;18;45;58;53;70;82;77;78;36;30
C37;Thymus;7;-;1;-;-;-;-;-;-;-;-;-;2;1;-;-;2;1;-
C38;Heart, mediastinum and pleura;22;-;-;-;-;-;-;1;2;-;1;-;1;2;3;2;1;2;7
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-
C40;Bone and articular cartilage of limbs;20;-;-;1;2;-;-;4;-;1;4;1;-;2;-;1;-;4;-
C41;Bone and articular cartilage, NOS;15;-;-;1;-;1;-;1;3;3;-;3;1;-;2;-;-;-;-
C43;Malignant melanoma of skin;428;1;-;1;6;18;19;33;30;32;41;30;30;42;39;35;40;9;22
C44;Malignant neoplasms of skin;454;-;-;-;-;2;1;5;5;8;6;10;14;36;41;58;68;52;148
C45;Mesothelioma;15;-;-;-;-;-;-;1;-;-;1;2;1;-;3;3;1;-;3
C46;Kaposi's sarcoma;4;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-
C47,C49;Soft tissues;96;-;3;1;2;5;6;4;3;9;7;4;9;5;9;9;8;5;7
C48;Retroperitoneum and peritoneum;27;-;-;-;-;-;1;-;1;1;-;2;-;1;9;5;2;2;3
C50;Breast;4906;-;-;-;4;5;29;68;183;332;553;637;564;640;553;468;446;198;226
C51;Vulva;84;-;-;-;-;-;-;2;2;1;1;5;6;8;7;10;11;15;16
C52;Vagina;30;-;-;-;-;-;-;-;-;3;2;1;4;2;2;6;2;4;4
C53;Cervix uteri;411;-;-;-;1;2;11;31;55;48;51;37;36;28;37;29;25;7;13
C54;Corpus uteri;750;-;-;-;-;-;1;-;6;11;24;56;90;129;135;118;99;45;36
C55;Uterus;37;-;-;-;-;-;1;1;1;4;2;4;3;3;6;2;4;3;3
C56;Ovary;638;-;-;1;1;7;10;7;19;28;38;57;57;72;95;80;89;39;38
C57;Female genital organs, NOS;17;-;-;-;-;-;1;2;-;1;3;-;1;1;1;4;1;2;-
C58;Placenta;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;292;5;1;1;1;-;3;3;8;5;12;13;31;27;44;45;46;28;19
C65;Renal pelvis;17;-;-;-;-;-;-;-;-;-;-;-;1;2;5;6;2;-;1
C66;Ureter;19;-;-;-;-;-;-;-;-;-;-;-;3;-;3;3;5;2;3
C67;Bladder;248;-;-;-;-;1;1;-;3;2;4;2;14;22;24;39;61;25;50
C68;Urinary organs, NOS;8;-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;1;1;1
C69;Eye and adnexa;25;1;-;-;-;-;-;-;-;2;1;2;2;-;6;4;2;1;4
C70;Meninges;9;1;1;-;-;-;1;-;-;-;3;1;-;-;1;-;-;1;-
C71;Brain;201;4;8;4;3;4;9;10;8;15;10;14;15;28;29;14;12;12;2
C72;Spinal cord, cranial nerves and CNS, NOS;7;1;-;1;-;-;-;-;1;2;-;-;1;-;-;1;-;-;-
C73;Thyroid gland;134;-;-;1;-;2;3;11;10;13;16;14;12;12;13;12;6;4;5
C74;Adrenal gland;13;1;-;-;-;-;-;1;-;2;1;2;-;1;2;1;1;-;1
C75;Endocrine glands, NOS;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-
C81;Hodgkin's disease;57;-;-;2;3;9;6;5;10;4;3;3;1;1;3;5;1;1;-
C82-C85;Non-Hodgkin-lymphoma;447;1;3;1;3;2;8;7;8;8;23;30;27;45;62;65;69;44;41
C88;Malignant immunoproliferative diseases;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;1
C90;Multiple myeloma;185;-;-;-;-;-;-;2;1;1;10;13;13;9;31;32;35;17;21
C91;Lymphoid leukaemia;134;4;5;4;3;2;-;2;1;1;3;10;7;11;15;21;15;14;16
C92;Myeloid leukaemia;165;2;1;-;2;1;3;3;7;13;6;8;17;13;18;23;24;7;17
C93;Monocytic leukaemia;6;1;-;-;1;-;-;-;-;-;-;-;1;-;1;-;2;-;-
C94-C95;Leukaemia other;26;-;-;-;-;1;-;1;1;1;1;1;1;1;1;2;6;3;6
C96;Lymphoid, haematopoietic and related tissue, NOS;5;1;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-
C76;Other and ill-defined sites;19;2;-;-;-;-;1;-;-;-;2;2;1;2;1;-;2;-;6
C80;Unknown primary site;541;-;-;-;1;1;6;10;9;16;16;29;38;47;70;93;65;59;81
Total;;14174;26;25;21;39;66;126;237;404;648;984;1220;1253;1531;1753;1715;1788;1044;1294
Total excl. non-melanoma;;13720;26;25;21;39;64;125;232;399;640;978;1210;1239;1495;1712;1657;1720;992;1146
