icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;40;-;-;-;-;-;-;0.46;-;-;0.92;0.5;0.59;4.57;6.83;4.89;3.32;9.48;17.55;1.36;1.15;0.78;0.09
C01;Base of tongue;36;-;-;-;-;-;-;-;-;0.42;1.38;1.98;4.73;3.26;3.41;5.7;3.32;-;-;1.22;1.09;0.78;0.1
C02;Tongue;76;-;-;-;-;-;0.53;-;0.41;2.95;4.14;5.46;6.51;4.57;4.1;7.33;9.96;9.48;3.51;2.59;2.28;1.64;0.18
C03;Gum;6;-;-;-;-;-;-;0.46;-;-;0.46;0.5;0.59;-;0.68;-;-;2.37;-;0.2;0.19;0.14;0.01
C04;Floor of mouth;69;-;-;-;-;-;-;-;1.23;2.11;5.06;7.94;5.92;5.88;4.1;4.07;3.32;2.37;-;2.35;2.17;1.62;0.18
C05;Palate;21;-;-;-;-;-;-;-;-;-;1.84;2.48;2.37;3.26;0.68;0.81;1.11;-;-;0.71;0.68;0.51;0.06
C06;Mouth, NOS;47;-;-;-;-;0.54;-;0.91;0.41;0.42;4.14;2.48;5.32;2.61;4.78;2.44;3.32;4.74;-;1.6;1.45;1.09;0.12
C07;Parotid gland;22;-;-;-;-;-;1.06;-;-;-;0.92;1.49;0.59;2.61;2.05;2.44;1.11;2.37;7.02;0.75;0.68;0.51;0.06
C08;Salivary glands, NOS;8;-;-;-;-;-;-;-;-;0.42;-;-;1.18;1.31;1.37;0.81;-;-;-;0.27;0.24;0.18;0.03
C09;Tonsil;75;-;-;-;-;-;-;0.46;0.41;1.69;3.68;5.95;5.92;7.84;8.2;3.26;5.53;14.23;-;2.55;2.28;1.66;0.19
C10;Oropharynx;39;-;-;-;-;-;-;-;-;1.26;2.76;5.46;4.14;1.31;1.37;2.44;4.43;2.37;-;1.33;1.22;0.88;0.09
C11;Nasopharynx;20;1.24;-;-;-;0.54;-;0.46;0.41;0.42;0.92;0.5;1.77;-;2.05;3.26;-;2.37;-;0.68;0.64;0.56;0.06
C12;Pyriform sinus;48;-;-;-;-;-;-;-;0.41;1.69;2.3;1.98;9.46;3.26;4.1;4.89;1.11;-;-;1.63;1.51;1.1;0.14
C13;Hypopharynx;25;-;-;-;-;-;-;-;-;0.84;2.76;1.98;3.55;1.96;0.68;1.63;1.11;-;-;0.85;0.8;0.6;0.07
C14;Lip, oral cavity and pharynx, NOS;22;-;-;-;-;-;-;-;-;0.42;0.46;1.49;2.37;1.31;2.73;2.44;1.11;2.37;7.02;0.75;0.67;0.46;0.06
C15;Oesophagus;386;-;-;-;-;-;-;0.46;1.23;8.43;11.97;16.37;39.04;29.38;41.66;40.71;48.68;49.79;56.17;13.13;11.42;7.96;0.94
C16;Stomach;522;-;-;-;-;-;0.53;0.91;2.86;4.64;10.59;11.91;25.44;26.77;51.22;77.35;97.35;137.53;189.57;17.76;14.65;9.56;1.06
C17;Small intestine;49;-;-;-;-;-;-;-;0.41;1.26;-;0.99;2.96;2.61;5.46;6.51;9.96;14.23;10.53;1.67;1.36;0.89;0.1
C18;Colon;1418;-;-;-;-;1.07;0.53;1.83;3.27;7.59;10.13;36.71;63.88;101.86;168.01;210.87;267.72;365.15;435.32;48.23;39.61;25.9;2.98
C19;Rectosigmoid junction;167;-;-;-;-;-;-;0.91;0.41;0.84;3.68;5.46;5.92;8.49;23.9;25.24;33.19;37.94;28.08;5.68;4.61;3.08;0.37
C20;Rectum;705;-;-;-;-;-;-;1.37;0.82;5.9;11.05;23.32;38.45;63.33;86.74;97.7;120.58;132.78;143.94;23.98;20.03;13.53;1.63
C21;Anus and anal canal;23;-;-;-;-;-;0.53;-;0.41;-;1.38;0.5;1.77;0.65;1.37;2.44;5.53;2.37;7.02;0.78;0.67;0.46;0.05
C22;Liver and intrahepatic bile ducts;123;0.62;-;-;-;-;-;1.37;0.82;1.26;2.3;1.98;5.92;9.79;13.66;16.28;23.23;30.82;21.06;4.18;3.45;2.37;0.27
C23;Gallbladder;12;-;-;-;-;-;-;-;-;-;-;-;-;0.65;1.37;1.63;4.43;4.74;3.51;0.41;0.31;0.19;0.02
C24;Biliary tract, NOS;48;-;-;-;-;-;-;-;-;-;0.92;1.98;2.37;1.96;11.61;4.07;7.74;4.74;14.04;1.63;1.37;0.93;0.11
C25;Pancreas;262;-;-;-;-;-;-;0.46;1.23;2.95;4.14;9.43;15.38;20.89;32.1;48.04;33.19;47.42;31.6;8.91;7.42;5.1;0.67
C26;Other ill-defined digestive organs;3;-;-;-;-;-;-;-;-;-;-;-;-;0.65;-;-;2.21;-;-;0.1;0.08;0.05;0.0
C30;Nasal cavity and middle ear;8;-;-;-;-;-;-;-;-;-;0.46;-;1.18;0.65;2.05;-;1.11;-;-;0.27;0.24;0.17;0.02
C31;Accessory sinuses;44;-;-;-;0.56;-;-;-;1.23;1.69;2.76;0.99;2.37;4.57;4.78;2.44;3.32;7.11;3.51;1.5;1.31;1.0;0.11
C32;Larynx;348;-;-;-;-;-;-;-;1.64;2.11;8.75;22.32;32.53;28.73;31.42;52.11;43.14;42.68;31.6;11.84;10.25;7.1;0.89
C33;Trachea;3;-;-;-;-;-;-;-;-;-;-;-;-;0.65;1.37;-;-;-;-;0.1;0.09;0.07;0.01
C34;Bronchus and lung;3036;-;-;-;-;0.54;-;0.46;4.09;12.64;38.68;82.35;159.71;284.68;381.78;490.14;602.92;512.16;407.23;103.27;84.76;57.17;7.02
C37;Thymus;5;-;-;-;-;-;-;-;-;-;-;-;-;0.65;-;1.63;2.21;-;-;0.17;0.13;0.08;0.01
C38;Heart, mediastinum and pleura;32;-;-;-;-;0.54;0.53;0.46;-;0.84;0.92;0.99;0.59;1.31;3.41;5.7;4.43;4.74;7.02;1.09;0.91;0.66;0.08
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
