icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;17;-;-;-;-;-;-;-;-;-;1;-;-;1;2;3;3;2;5
C01;Base of tongue;19;-;-;-;-;-;-;-;-;1;-;1;7;4;3;-;-;2;1
C02;Tongue;48;-;-;-;-;-;1;1;3;2;3;2;7;8;7;5;2;2;5
C03;Gum;15;-;-;-;-;-;-;1;1;-;-;-;-;1;1;3;6;2;-
C04;Floor of mouth;22;-;-;-;-;-;-;-;-;-;-;2;6;3;5;2;1;2;1
C05;Palate;20;-;-;-;-;-;-;-;-;1;2;-;4;6;2;1;1;-;3
C06;Mouth, NOS;21;-;-;-;-;-;-;-;-;-;1;1;2;3;3;1;-;1;9
C07;Parotid gland;28;-;-;1;-;-;1;2;1;3;2;1;2;3;6;1;-;3;2
C08;Salivary glands, NOS;11;-;-;-;1;-;-;-;1;-;-;-;2;-;2;1;1;2;1
C09;Tonsil;41;-;-;-;-;-;-;-;-;-;1;7;13;6;3;2;5;2;2
C10;Oropharynx;20;-;-;-;-;-;-;-;-;-;-;3;-;6;6;2;2;-;1
C11;Nasopharynx;6;-;-;-;1;-;1;1;-;-;-;-;1;-;-;1;-;-;1
C12;Pyriform sinus;13;-;-;-;-;-;-;-;-;-;1;1;4;1;3;2;-;-;1
C13;Hypopharynx;4;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-
C14;Lip, oral cavity and pharynx, NOS;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
C15;Oesophagus;137;-;-;-;-;1;-;-;-;1;2;7;12;19;20;13;17;22;23
C16;Stomach;337;-;-;-;-;1;1;3;10;4;11;13;22;26;39;42;45;60;60
C17;Small intestine;97;-;-;-;-;-;1;-;3;3;5;13;4;12;9;14;9;16;8
C18;Colon;1742;-;1;1;5;6;5;9;18;22;31;78;101;137;198;231;283;315;301
C19;Rectosigmoid junction;71;-;-;-;-;1;-;-;-;3;1;6;4;8;9;6;9;15;9
C20;Rectum;599;-;-;-;-;-;1;2;7;8;27;35;60;57;84;73;80;97;68
C21;Anus and anal canal;54;-;-;-;-;-;-;-;1;-;3;5;9;8;5;3;7;6;7
C22;Liver and intrahepatic bile ducts;134;1;-;-;-;1;-;-;-;4;7;7;10;12;17;20;31;13;11
C23;Gallbladder;41;-;-;-;-;-;1;-;-;-;-;-;-;5;3;3;14;6;9
C24;Biliary tract, NOS;65;-;-;-;-;-;-;-;-;-;-;1;2;5;12;6;13;9;17
C25;Pancreas;463;-;-;-;-;1;1;1;2;5;14;24;30;44;67;63;78;72;61
C26;Other ill-defined digestive organs;6;-;-;-;-;-;-;-;-;-;-;1;2;-;-;2;-;-;1
C30;Nasal cavity and middle ear;7;-;-;-;-;-;-;-;1;1;-;-;1;-;-;2;1;1;-
C31;Accessory sinuses;14;-;-;-;-;-;1;-;1;1;1;1;2;-;3;1;-;1;2
C32;Larynx;48;-;-;-;-;-;-;-;1;2;2;3;11;9;8;5;4;3;-
C33;Trachea;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-
C34;Bronchus and lung;1344;-;-;-;1;-;2;5;7;15;35;126;178;211;238;180;155;120;71
C37;Thymus;16;-;-;-;-;-;-;-;1;-;-;2;1;2;2;4;3;-;1
C38;Heart, mediastinum and pleura;6;-;-;-;-;-;-;-;-;1;-;-;-;2;1;2;-;-;-
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;24;1;3;3;3;1;2;1;2;2;-;1;1;-;2;-;-;1;1
C41;Bone and articular cartilage, NOS;23;-;-;2;2;2;1;1;-;1;1;4;1;1;3;1;1;1;1
C43;Malignant melanoma of skin;984;-;-;3;5;9;26;32;68;97;110;128;90;75;82;91;75;47;46
C44;Malignant neoplasms of skin;1570;-;-;-;-;3;4;3;2;19;27;39;67;98;123;174;257;307;447
C45;Mesothelioma;29;-;-;-;-;1;-;1;-;1;1;2;2;2;3;4;6;4;2
C46;Kaposi's sarcoma;3;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-
C47,C49;Soft tissues;88;2;-;-;3;-;1;2;5;6;3;4;11;6;12;8;8;9;8
