icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;18;-;-;-;-;-;-;-;2;-;-;2;-;1;3;2;1;3;4
C01;Base of tongue;59;-;-;-;-;-;-;-;1;-;2;5;6;6;17;10;8;2;2
C02;Tongue;129;-;-;-;-;-;1;2;4;4;5;8;13;19;17;16;12;15;13
C03;Gum;54;-;-;-;-;-;-;2;1;-;3;1;2;4;8;10;7;11;5
C04;Floor of mouth;65;-;-;-;-;-;-;-;-;-;1;3;10;13;13;11;5;4;5
C05;Palate;39;-;-;-;-;-;1;1;1;1;-;2;3;12;5;5;3;3;2
C06;Mouth, NOS;28;-;-;-;-;-;1;-;-;1;-;2;7;2;4;3;2;-;6
C07;Parotid gland;53;-;-;-;-;-;2;3;4;4;2;4;2;3;6;6;4;4;9
C08;Salivary glands, NOS;8;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;1;1;2
C09;Tonsil;88;-;-;-;-;-;-;1;-;1;7;11;16;14;17;13;4;-;4
C10;Oropharynx;60;-;-;-;-;-;-;-;-;3;1;5;9;10;14;8;6;1;3
C11;Nasopharynx;22;-;-;-;-;-;1;-;-;1;5;1;3;5;1;2;1;1;1
C12;Pyriform sinus;33;-;-;-;-;-;-;-;-;1;-;1;7;6;9;2;4;2;1
C13;Hypopharynx;23;-;-;-;-;-;1;-;-;-;-;3;1;6;4;4;2;1;1
C14;Lip, oral cavity and pharynx, NOS;5;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;-;-;-
C15;Oesophagus;289;-;-;-;-;-;-;-;-;2;8;9;27;34;43;52;41;32;41
C16;Stomach;531;-;-;-;-;2;1;6;10;19;13;35;46;58;49;82;68;65;77
C17;Small intestine;199;-;-;-;-;-;2;2;5;6;9;7;28;24;27;28;24;19;18
C18;Colon;2564;-;2;2;9;5;14;19;21;29;68;120;150;240;285;342;341;398;519
C19;Rectosigmoid junction;45;-;-;-;-;-;-;-;-;-;2;3;3;4;5;4;5;6;13
C20;Rectum;885;-;-;-;-;-;1;5;20;16;38;57;61;110;128;144;93;97;115
C21;Anus and anal canal;167;-;-;-;-;-;-;1;2;3;12;19;17;29;15;20;20;15;14
C22;Liver and intrahepatic bile ducts;318;2;1;-;-;-;1;3;4;4;8;12;17;41;52;47;55;36;35
C23;Gallbladder;89;-;-;-;-;-;-;-;-;2;3;3;3;12;14;14;11;13;14
C24;Biliary tract, NOS;183;-;-;-;-;-;-;-;3;-;3;6;8;16;23;28;32;33;31
C25;Pancreas;1086;-;-;1;2;4;4;3;8;11;19;37;81;127;129;189;168;142;161
