icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;40.0;-;-;-;-;-;-;-;0.44296004;-;0.84994263;1.88310618;1.52257213;2.56914204;7.58625922;3.06701426;9.16590284;3.21078825;-;1.33444715;1.05301878;0.73203907;0.08956485
C01;Base of tongue;26.0;-;-;-;-;-;-;-;-;0.40402245;0.84994263;3.76621237;1.52257213;2.56914204;4.13795957;-;1.01843365;1.60539412;-;0.86739065;0.77316485;0.56956718;0.06622732
C02;Tongue;82.0;-;-;-;-;-;-;-;-;3.23217958;2.9747992;6.1200951;9.64295684;6.42285509;3.44829964;7.66753565;4.0737346;8.02697062;3.38306438;2.73561666;2.32614843;1.67564318;0.19734862
C03;Gum;15.0;-;-;-;-;-;-;-;0.44296004;0.40402245;0.42497131;-;0.50752404;1.92685653;0.68965993;0.76675357;3.05530095;4.81618237;-;0.50041768;0.37568788;0.26435124;0.02581041
C04;Floor of mouth;76.0;-;-;-;-;-;-;-;-;1.21206734;2.12485657;10.35708401;7.10533662;8.99199712;5.51727943;4.60052139;2.0368673;1.60539412;3.38306438;2.53544959;2.28382936;1.66480276;0.19934675
C05;Palate;29.0;-;-;-;-;-;-;-;-;0.80804489;0.42497131;0.94155309;3.04514426;4.49599856;1.37931986;3.83376783;3.05530095;1.60539412;-;0.96747419;0.80707422;0.57933927;0.07461615
C06;Mouth, NOS;53.0;-;-;-;-;-;-;-;-;-;2.9747992;1.88310618;6.59781257;7.0651406;4.13795957;3.83376783;5.09216825;3.21078825;-;1.76814248;1.50366183;1.08695116;0.13237524
C07;Parotid gland;25.0;-;-;-;-;-;0.52769056;-;-;-;0.42497131;-;2.03009618;2.56914204;2.75863971;3.06701426;1.01843365;4.81618237;10.14919314;0.83402947;0.68932765;0.48079374;0.05687159
C08;Salivary glands, NOS;7.0;-;-;-;-;-;-;-;-;-;-;0.47077655;0.50752404;0.64228551;1.37931986;1.53350713;-;-;-;0.23352825;0.19669808;0.14158095;0.0226645
C09;Tonsil;88.0;-;-;-;-;-;-;-;0.44296004;0.80804489;4.67468446;4.70776546;6.09028853;8.99199712;8.27591914;11.50130348;7.12903554;4.81618237;3.38306438;2.93578373;2.46000806;1.7848113;0.22720631
C10;Oropharynx;39.0;-;-;-;-;-;-;-;-;0.80804489;2.54982789;4.23698891;3.55266831;1.28457102;4.8276195;1.53350713;2.0368673;1.60539412;3.38306438;1.30108597;1.13876089;0.82762108;0.093922
C11;Nasopharynx;22.0;-;-;-;0.55167544;0.54639733;-;-;1.32888011;0.40402245;0.42497131;0.94155309;0.50752404;2.56914204;0.68965993;2.3002607;3.05530095;-;3.38306438;0.73394593;0.64426441;0.50714265;0.05130727
C12;Pyriform sinus;57.0;-;-;-;-;-;-;-;-;-;2.12485657;4.23698891;6.09028853;5.78056958;4.8276195;5.36727496;5.09216825;3.21078825;3.38306438;1.90158719;1.62167989;1.15024019;0.14203702
C13;Hypopharynx;37.0;-;-;-;-;-;-;-;-;0.40402245;0.84994263;7.06164819;3.55266831;2.56914204;2.06897979;1.53350713;1.01843365;1.60539412;3.38306438;1.23436362;1.12272779;0.80105889;0.09015889
C14;Lip, oral cavity and pharynx, NOS;8.0;-;-;-;-;-;-;-;-;-;-;0.94155309;-;1.28457102;1.37931986;0.76675357;1.01843365;-;-;0.26688943;0.22868134;0.1653595;0.0218586
C15;Oesophagus;427.0;-;-;-;-;-;0.52769056;0.51002193;0.44296004;0.80804489;8.07445497;20.24339147;28.92887051;37.89484502;50.34517479;46.77196749;63.14288624;49.76721785;57.51209446;14.24522335;11.52555082;7.93108237;0.96802132
C16;Stomach;501.0;-;-;-;-;-;0.52769056;-;1.32888011;4.04022447;4.24971314;8.47397783;17.76334154;30.18741891;55.86245422;60.57353167;84.52999287;134.85310644;169.15321899;16.71395058;12.6609727;8.21374943;0.91086245
