icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;12.0;-;-;-;-;-;-;-;-;-;-;0.46342639;0.51307837;0.56095002;2.02827414;-;2.1473205;1.90916207;1.20939458;0.38441283;0.24653499;0.16404667;0.01782706
C01;Base of tongue;15.0;-;-;-;-;-;-;-;0.46533271;-;-;0.46342639;1.02615674;1.12190005;1.35218276;0.66490688;2.1473205;1.90916207;1.20939458;0.48051604;0.33084404;0.22794316;0.02546628
C02;Tongue;41.0;-;-;-;-;-;0.52335744;0.53450783;-;0.42338437;1.27396108;2.31713195;5.13078368;2.2438001;1.35218276;0.66490688;2.863094;4.77290517;4.83757831;1.3134105;1.00250224;0.71716672;0.07229394
C03;Gum;16.0;-;-;-;-;-;-;-;-;-;0.42465369;-;-;1.68285007;0.67609138;1.32981376;2.863094;2.8637431;2.41878915;0.51255044;0.29089353;0.19471584;0.02056493
C04;Floor of mouth;14.0;-;-;-;-;-;-;-;-;-;0.42465369;2.78055834;0.51307837;1.68285007;0.67609138;-;0.7157735;-;1.20939458;0.44848163;0.39274512;0.28583173;0.03038154
C05;Palate;17.0;-;-;-;-;-;-;0.53450783;-;-;0.42465369;1.39027917;2.05231347;2.2438001;1.35218276;0.66490688;-;0.95458103;-;0.54458484;0.48336999;0.35754472;0.04330384
C06;Mouth, NOS;17.0;-;-;-;-;-;-;0.53450783;-;-;0.42465369;0.46342639;0.51307837;-;0.67609138;2.65962752;2.1473205;2.8637431;2.41878915;0.54458484;0.33297007;0.2226053;0.02635345
C07;Parotid gland;24.0;-;-;-;-;0.56407624;0.52335744;-;0.93066543;0.42338437;0.42465369;0.46342639;-;2.80475012;0.67609138;1.99472064;2.863094;2.8637431;1.20939458;0.76882566;0.55818549;0.43825201;0.04401594
C08;Salivary glands, NOS;5.0;-;-;-;-;-;0.52335744;-;-;-;-;-;-;-;-;1.32981376;-;-;2.41878915;0.16017201;0.10071733;0.08055882;0.00926543
C09;Tonsil;30.0;-;-;-;-;-;-;-;-;-;0.42465369;2.31713195;3.07847021;2.80475012;2.02827414;1.99472064;2.1473205;3.81832414;-;0.96103207;0.73897295;0.51797209;0.06322001
C10;Oropharynx;13.0;-;-;-;-;-;-;-;-;-;0.42465369;1.85370556;1.5392351;1.12190005;-;0.66490688;-;1.90916207;-;0.41644723;0.34697308;0.24745385;0.02801808
C11;Nasopharynx;6.0;-;-;-;-;-;-;-;0.46533271;-;-;0.92685278;-;0.56095002;-;-;1.431547;-;-;0.19220641;0.15413143;0.11101607;0.0097652
C12;Pyriform sinus;10.0;-;-;-;-;-;-;-;-;-;-;0.92685278;-;1.68285007;2.02827414;0.66490688;0.7157735;-;-;0.32034402;0.26441584;0.19496074;0.0265109
C13;Hypopharynx;3.0;-;-;-;-;-;-;-;-;-;0.42465369;0.46342639;0.51307837;-;-;-;-;-;-;0.09610321;0.09295031;0.06917368;0.00700555
C14;Lip, oral cavity and pharynx, NOS;4.0;-;-;-;-;-;-;-;-;-;-;0.46342639;-;1.12190005;-;-;-;-;1.20939458;0.12813761;0.1006288;0.07409429;0.00792632
C15;Oesophagus;115.0;-;-;-;-;-;-;-;-;-;1.27396108;4.1708375;7.69617551;6.7314003;4.73263966;13.2981376;15.03124351;14.31871552;15.7221295;3.68395627;2.36875948;1.57054117;0.18933629
C16;Stomach;288.0;-;-;-;0.55816342;-;1.04671489;1.06901565;2.32666356;2.54030619;3.39722956;3.70741111;8.20925388;12.34090055;16.22619313;19.28229951;34.35712803;51.54737586;76.19185836;9.22590789;5.32683718;3.55604077;0.35289661
