icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;24;-;-;-;-;-;1;-;-;-;-;-;-;1;3;5;4;5;5
C01;Base of tongue;38;-;-;-;-;-;-;1;-;2;3;1;9;4;6;6;3;2;1
C02;Tongue;77;-;-;-;-;1;1;1;3;1;4;7;15;12;5;6;7;5;9
C03;Gum;23;-;-;-;-;-;-;-;-;-;1;-;2;5;2;4;-;7;2
C04;Floor of mouth;52;-;-;-;-;-;1;-;-;-;3;5;14;14;7;3;3;-;2
C05;Palate;47;-;1;-;-;-;-;-;-;-;5;5;5;8;7;4;4;6;2
C06;Mouth, NOS;39;-;-;-;-;-;-;-;1;1;3;2;4;6;1;7;6;2;6
C07;Parotid gland;42;-;-;1;-;2;2;1;1;5;1;-;5;3;6;4;3;4;4
C08;Salivary glands, NOS;18;-;-;-;-;-;1;-;-;3;2;-;3;1;1;2;1;2;2
C09;Tonsil;60;-;-;-;-;-;-;1;-;-;8;9;5;11;8;3;6;4;5
C10;Oropharynx;34;-;1;-;-;-;-;-;-;-;3;5;12;3;4;4;1;-;1
C11;Nasopharynx;11;-;-;-;-;1;-;2;1;1;1;3;-;-;-;2;-;-;-
C12;Pyriform sinus;20;-;-;-;-;-;-;-;-;-;-;4;6;3;3;2;2;-;-
C13;Hypopharynx;17;-;-;-;-;-;-;-;-;-;3;-;4;5;3;1;1;-;-
C14;Lip, oral cavity and pharynx, NOS;14;-;-;-;-;-;-;-;-;1;-;1;5;1;2;2;1;1;-
C15;Oesophagus;257;-;-;-;-;-;-;-;2;1;6;18;24;36;27;24;39;40;40
C16;Stomach;560;-;-;-;-;1;1;3;12;14;20;35;45;52;45;58;79;83;112
C17;Small intestine;129;-;-;-;-;-;1;-;-;5;5;11;17;20;13;21;11;13;12
C18;Colon;2711;-;-;6;10;10;5;8;15;28;68;106;132;251;294;358;470;459;491
C19;Rectosigmoid junction;146;-;-;-;-;-;-;-;1;4;4;10;16;20;12;17;23;18;21
C20;Rectum;886;-;-;-;-;-;3;10;9;16;32;43;83;100;108;99;126;130;127
C21;Anus and anal canal;90;-;-;-;-;-;1;1;-;4;6;6;14;6;10;9;10;15;8
