icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;40;-;-;-;-;-;-;1;-;-;2;1;1;7;10;6;3;4;5
C01;Base of tongue;36;-;-;-;-;-;-;-;-;1;3;4;8;5;5;7;3;-;-
C02;Tongue;76;-;-;-;-;-;1;-;1;7;9;11;11;7;6;9;9;4;1
C03;Gum;6;-;-;-;-;-;-;1;-;-;1;1;1;-;1;-;-;1;-
C04;Floor of mouth;69;-;-;-;-;-;-;-;3;5;11;16;10;9;6;5;3;1;-
C05;Palate;21;-;-;-;-;-;-;-;-;-;4;5;4;5;1;1;1;-;-
C06;Mouth, NOS;47;-;-;-;-;1;-;2;1;1;9;5;9;4;7;3;3;2;-
C07;Parotid gland;22;-;-;-;-;-;2;-;-;-;2;3;1;4;3;3;1;1;2
C08;Salivary glands, NOS;8;-;-;-;-;-;-;-;-;1;-;-;2;2;2;1;-;-;-
C09;Tonsil;75;-;-;-;-;-;-;1;1;4;8;12;10;12;12;4;5;6;-
C10;Oropharynx;39;-;-;-;-;-;-;-;-;3;6;11;7;2;2;3;4;1;-
C11;Nasopharynx;20;2;-;-;-;1;-;1;1;1;2;1;3;-;3;4;-;1;-
C12;Pyriform sinus;48;-;-;-;-;-;-;-;1;4;5;4;16;5;6;6;1;-;-
C13;Hypopharynx;25;-;-;-;-;-;-;-;-;2;6;4;6;3;1;2;1;-;-
C14;Lip, oral cavity and pharynx, NOS;22;-;-;-;-;-;-;-;-;1;1;3;4;2;4;3;1;1;2
C15;Oesophagus;386;-;-;-;-;-;-;1;3;20;26;33;66;45;61;50;44;21;16
C16;Stomach;522;-;-;-;-;-;1;2;7;11;23;24;43;41;75;95;88;58;54
C17;Small intestine;49;-;-;-;-;-;-;-;1;3;-;2;5;4;8;8;9;6;3
C18;Colon;1418;-;-;-;-;2;1;4;8;18;22;74;108;156;246;259;242;154;124
C19;Rectosigmoid junction;167;-;-;-;-;-;-;2;1;2;8;11;10;13;35;31;30;16;8
C20;Rectum;705;-;-;-;-;-;-;3;2;14;24;47;65;97;127;120;109;56;41
