icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;50.0;-;-;-;-;-;-;-;-;2;1;2;1;4;6;6;13;12;3
C01;Base of tongue;90.0;-;-;-;-;-;-;-;1;1;8;10;19;16;14;9;6;4;2
C02;Tongue;148.0;-;-;-;-;1;2;1;4;8;9;19;27;28;16;14;7;8;4
C03;Gum;31.0;-;-;-;-;1;-;-;1;-;2;3;6;6;4;2;3;2;1
C04;Floor of mouth;157.0;-;-;-;-;-;-;1;1;2;13;38;39;27;14;7;11;3;1
C05;Palate;59.0;-;-;-;-;-;-;-;-;1;4;8;24;7;5;7;1;-;2
C06;Mouth, NOS;61.0;-;-;-;-;-;-;-;-;2;5;9;5;15;7;6;4;3;5
C07;Parotid gland;60.0;-;-;1;-;-;1;3;-;1;5;5;3;9;5;5;10;5;7
C08;Salivary glands, NOS;15.0;-;-;-;1;-;-;-;-;-;-;-;1;3;3;3;2;2;-
C09;Tonsil;135.0;-;-;-;-;-;-;-;-;4;15;17;27;26;22;13;8;2;1
C10;Oropharynx;134.0;-;-;-;-;-;-;-;-;2;16;18;26;28;18;14;6;4;2
C11;Nasopharynx;43.0;-;-;-;-;1;-;3;2;3;5;8;7;2;4;4;1;1;2
C12;Pyriform sinus;125.0;-;-;-;-;-;-;-;-;-;8;20;28;29;17;12;4;6;1
C13;Hypopharynx;57.0;-;-;-;1;-;-;1;-;-;4;14;9;11;8;1;3;4;1
C14;Lip, oral cavity and pharynx, NOS;18.0;-;-;-;-;-;-;-;-;-;-;-;5;4;2;3;2;2;-
C15;Oesophagus;680.0;-;-;-;-;-;-;2;2;2;25;81;88;99;94;100;83;61;43
C16;Stomach;854.0;-;-;-;-;-;3;4;8;12;38;46;74;93;109;128;136;122;81
C17;Small intestine;139.0;-;-;-;-;-;-;-;1;3;7;7;18;25;16;19;18;18;7
C18;Colon;2967.0;-;2;3;6;4;8;8;23;33;62;147;226;300;399;486;540;461;259
C19;Rectosigmoid junction;178.0;-;-;-;-;-;-;-;-;-;4;8;15;21;29;29;31;27;14
C20;Rectum;1411.0;-;-;-;-;3;4;3;12;20;54;92;161;211;204;207;188;164;88
C21;Anus and anal canal;56.0;-;-;-;-;-;-;1;-;1;4;5;6;6;14;8;5;2;4
C22;Liver and intrahepatic bile ducts;479.0;2;-;1;-;-;4;2;8;3;15;32;52;71;82;83;77;35;12
C23;Gallbladder;36.0;-;-;-;-;-;1;-;-;1;2;1;2;1;4;8;4;9;3
C24;Biliary tract, NOS;145.0;-;-;-;-;-;-;-;-;3;6;5;12;16;20;23;20;17;23
C25;Pancreas;785.0;-;-;-;-;2;3;3;9;7;26;40;66;107;122;122;131;96;51
C26;Other ill-defined digestive organs;22.0;-;-;-;-;-;-;-;-;-;-;-;3;2;3;-;11;2;1
C30;Nasal cavity and middle ear;30.0;2;-;-;-;-;-;-;-;-;-;2;1;7;4;6;2;3;3
C31;Accessory sinuses;63.0;1;-;-;-;1;-;-;1;2;4;6;9;11;6;5;11;3;3
C32;Larynx;541.0;-;-;-;-;-;-;-;-;8;28;47;83;88;88;69;70;45;15
C33;Trachea;10.0;-;-;-;-;-;-;-;-;-;-;2;3;1;2;-;1;-;1
C34;Bronchus and lung;5616.0;-;-;-;-;1;4;7;10;47;124;320;576;809;811;1011;964;643;289
C37;Thymus;21.0;-;-;1;-;-;-;-;-;1;1;4;3;3;1;3;3;1;-
C38;Heart, mediastinum and pleura;24.0;-;-;-;-;-;2;-;2;2;-;1;4;2;3;2;3;3;-
C39;Respiratory system and intrathoracic organs, NOS;3.0;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-
C40;Bone and articular cartilage of limbs;36.0;-;-;6;7;3;1;2;3;-;4;2;-;2;1;2;1;1;1
C41;Bone and articular cartilage, NOS;43.0;1;1;2;4;-;4;5;1;2;2;1;5;4;3;3;4;1;-
C43;Malignant melanoma of skin;871.0;-;-;1;5;13;31;32;54;62;75;67;94;96;73;93;88;55;32
C44;Malignant neoplasms of skin;2531.0;-;1;-;-;2;5;7;10;18;29;68;87;166;217;356;522;536;507
C45;Mesothelioma;204.0;-;-;-;1;-;1;-;2;1;3;7;10;28;34;32;47;28;10
C46;Kaposi's sarcoma;31.0;-;-;-;-;-;2;1;5;-;7;6;1;1;1;1;2;-;4
C47,C49;Soft tissues;162.0;5;2;-;2;2;4;2;6;9;9;8;16;18;21;21;18;7;12
C48;Retroperitoneum and peritoneum;23.0;-;-;-;1;-;1;-;-;-;1;2;4;3;2;6;2;1;-
C50;Breast;83.0;-;-;-;-;-;-;-;-;4;5;9;11;14;5;13;14;5;3
C60;Penis;85.0;-;-;-;-;-;-;-;2;2;2;5;5;14;12;10;17;11;5
C61;Prostate;8663.0;-;-;-;-;-;-;-;1;17;76;416;830;1395;1562;1597;1498;814;457
C62;Testis;318.0;3;-;-;12;34;61;73;37;37;18;10;15;7;4;2;2;3;-
C63;Male genital organs, NOS;14.0;-;-;-;-;-;-;-;-;1;-;2;1;4;1;1;1;3;-
C64;Kidney;981.0;4;1;-;-;-;3;1;24;24;51;83;105;158;152;116;135;78;46
C65;Renal pelvis;145.0;-;-;-;-;-;-;-;1;1;5;5;10;28;13;28;30;18;6
C66;Ureter;101.0;-;-;-;-;-;-;-;-;-;4;2;5;16;13;18;26;11;6
C67;Bladder;1755.0;-;-;-;-;-;-;3;4;10;27;52;109;196;221;319;340;266;208
C68;Urinary organs, NOS;50.0;-;-;-;-;-;-;-;-;-;-;1;-;6;5;7;18;7;6
C69;Eye and adnexa;61.0;7;3;2;-;-;-;-;1;3;1;4;5;7;7;5;9;4;3
C70;Meninges;8.0;-;-;-;-;-;-;-;-;1;1;1;-;-;1;1;-;3;-
C71;Brain;453.0;11;6;6;7;8;10;19;17;31;28;44;46;53;44;59;35;19;10
C72;Spinal cord, cranial nerves and CNS, NOS;14.0;2;1;-;1;-;-;1;-;-;3;1;-;1;2;1;-;1;-
C73;Thyroid gland;204.0;-;1;-;1;5;5;6;15;22;26;21;27;20;18;15;14;8;-
C74;Adrenal gland;29.0;6;2;1;-;-;1;-;-;-;2;2;3;6;-;2;2;2;-
C75;Endocrine glands, NOS;7.0;-;-;-;-;1;1;-;1;-;-;-;-;-;1;1;1;-;1
C81;Hodgkin's disease;154.0;-;2;2;12;11;14;14;17;10;11;10;12;9;6;7;13;2;2
C82-C86;Non-Hodgkin-lymphoma;1021.0;2;6;10;8;5;10;18;21;41;66;71;89;109;117;139;131;106;72
C88;Malignant immunoproliferative diseases;103.0;-;-;-;-;-;-;-;2;2;6;3;11;8;17;10;22;17;5
C90;Multiple myeloma;424.0;-;-;-;-;-;1;1;5;4;11;20;37;44;63;81;82;49;26
C91;Lymphoid leukaemia;481.0;15;8;9;6;4;4;4;5;7;19;30;57;55;57;79;50;43;29
C92;Myeloid leukaemia;329.0;4;1;1;6;3;8;5;13;12;13;20;30;25;19;42;53;45;29
C93;Monocytic leukaemia;55.0;1;-;-;1;-;-;1;1;1;1;-;2;8;7;11;11;5;5
C94-C95;Leukaemia other;31.0;-;-;-;-;-;-;-;-;1;1;4;1;3;4;4;6;5;2
C96;Lymphoid, haematopoietic and related tissue, NOS;25.0;5;4;-;2;1;1;1;1;1;2;-;2;2;-;1;2;-;-
C76;Other and ill-defined sites;2.0;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-
C80;Unknown primary site;462.0;1;2;-;-;1;2;1;3;6;22;29;40;57;53;54;79;69;43
MPD;Myeloproliferative Disorders;257.0;1;-;-;3;-;4;3;4;7;14;16;14;25;35;35;45;29;22
MDS;Myelodysplastic syndromes;339.0;2;2;3;1;1;2;2;1;5;7;6;17;20;39;61;79;58;33
Total;;35798.0;75;45;49;88;108;208;241;342;513;1047;2046;3330;4697;4986;5649;5779;4081;2514
Total excl. non-melanoma;;33267.0;75;44;49;88;106;203;234;332;495;1018;1978;3243;4531;4769;5293;5257;3545;2007
Total excl. non-melanoma and MDS, MPD;;32671.0;72;42;46;84;105;197;229;327;483;997;1956;3212;4486;4695;5197;5133;3458;1952
ICD10 - Version 2010;;;;;;;;;;;;;;;;;;;;
