icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;13;-;-;-;-;-;-;1;-;-;2;-;1;1;1;1;1;4;1
C01;Base of tongue;41;-;-;-;-;-;-;-;-;1;5;9;6;12;4;-;2;2;-
C02;Tongue;69;-;-;-;-;-;-;-;2;5;3;11;14;12;4;9;4;3;2
C03;Gum;18;-;-;-;-;-;-;-;-;-;2;5;-;4;1;1;2;2;1
C04;Floor of mouth;57;-;-;-;-;-;-;-;-;5;5;14;14;10;3;5;-;1;-
C05;Palate;26;-;-;-;-;-;-;-;-;1;2;5;10;3;1;1;2;1;-
C06;Mouth, NOS;24;-;-;-;-;-;-;-;-;-;1;3;11;2;1;2;1;2;1
C07;Parotid gland;18;-;-;-;-;-;-;1;-;2;1;-;2;4;3;1;1;1;2
C08;Salivary glands, NOS;3;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-
C09;Tonsil;78;-;-;-;-;-;-;-;3;4;15;20;16;12;4;1;1;1;1
C10;Oropharynx;58;-;-;-;-;-;-;-;-;1;8;12;5;14;7;5;4;2;-
C11;Nasopharynx;12;-;-;1;-;-;-;-;3;1;2;1;2;1;-;1;-;-;-
C12;Pyriform sinus;64;-;-;-;-;-;-;-;-;1;3;15;10;17;10;3;4;1;-
C13;Hypopharynx;21;-;-;-;-;-;-;-;-;1;-;3;7;4;3;2;-;-;1
C14;Lip, oral cavity and pharynx, NOS;9;-;-;-;-;-;-;-;-;-;1;3;2;1;2;-;-;-;-
C15;Oesophagus;231;-;-;-;-;-;-;-;1;8;15;19;41;45;23;31;28;13;7
C16;Stomach;211;-;-;-;-;-;1;-;-;4;7;17;9;28;24;37;31;26;27
C17;Small intestine;34;-;-;-;-;-;1;-;-;-;3;4;2;5;6;3;6;3;1
C18;Colon;796;-;-;-;2;2;2;1;4;9;26;35;70;98;105;120;147;102;73
C19;Rectosigmoid junction;37;-;-;-;-;-;-;-;1;1;4;-;5;3;4;6;9;2;2
C20;Rectum;400;-;-;-;-;1;3;-;-;4;14;28;45;51;59;56;77;43;19
C21;Anus and anal canal;12;-;-;-;-;-;-;1;-;-;-;1;2;-;2;2;-;1;3
C22;Liver and intrahepatic bile ducts;152;2;-;-;-;-;1;2;-;1;5;8;18;29;20;34;17;12;3
C23;Gallbladder;9;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;4;1
C24;Biliary tract, NOS;41;-;-;-;-;-;-;-;-;2;-;-;4;10;8;8;4;3;2
C25;Pancreas;165;-;-;-;-;-;-;1;2;3;13;10;13;23;20;29;29;13;9
C26;Other ill-defined digestive organs;7;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;1;1
C30;Nasal cavity and middle ear;9;-;-;-;-;-;-;-;-;-;1;2;1;-;1;2;2;-;-
C31;Accessory sinuses;16;-;-;-;-;1;-;-;-;1;2;-;3;1;1;3;4;-;-
C32;Larynx;223;-;-;-;-;-;-;-;1;4;14;30;34;42;31;36;18;9;4
C33;Trachea;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-
C34;Bronchus and lung;1796;-;-;-;1;-;-;3;7;23;60;137;226;269;272;267;300;170;61
C37;Thymus;3;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-
C38;Heart, mediastinum and pleura;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;11;-;-;1;4;-;-;2;1;-;-;-;2;-;-;-;-;1;-
C41;Bone and articular cartilage, NOS;6;-;2;-;1;-;-;-;-;-;-;1;-;1;-;-;1;-;-
C43;Malignant melanoma of skin;255;-;-;1;1;4;3;4;16;17;31;15;20;32;33;28;21;16;13
C44;Malignant neoplasms of skin;637;-;1;-;1;-;1;-;7;6;15;11;24;51;63;90;127;143;97
C45;Mesothelioma;54;-;-;-;-;-;-;-;-;-;1;-;4;8;9;15;7;7;3
C46;Kaposi's sarcoma;6;-;-;-;-;-;-;-;1;1;2;-;-;1;-;-;1;-;-
C47,C49;Soft tissues;65;3;-;2;1;1;-;2;2;2;4;5;8;8;11;6;6;1;3
C48;Retroperitoneum and peritoneum;11;1;-;-;-;-;-;-;-;-;1;1;1;1;1;3;1;1;-
C50;Breast;29;-;-;-;-;-;-;-;-;-;1;4;5;3;4;4;4;3;1
C60;Penis;18;-;-;-;-;-;-;-;-;-;1;2;2;2;1;2;4;2;2
C61;Prostate;2385;-;-;-;-;-;-;-;-;-;34;146;268;366;444;451;361;213;102
C62;Testis;114;-;-;-;5;9;23;19;19;11;16;7;2;1;-;-;2;-;-
C63;Male genital organs, NOS;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-
C64;Kidney;289;1;-;-;1;-;-;2;4;11;18;27;42;44;43;34;42;15;5
C65;Renal pelvis;34;-;-;-;-;-;-;-;-;-;2;3;2;4;7;6;8;1;1
