icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;14;-;-;-;-;-;-;-;-;-;3;-;2;2;1;1;3;1;1
C01;Base of tongue;27;-;-;-;-;-;-;-;1;1;2;5;8;4;4;-;2;-;-
C02;Tongue;71;-;-;-;-;-;1;1;-;5;9;9;18;11;12;-;4;1;-
C03;Gum;13;-;-;-;-;-;-;-;-;1;-;4;-;2;2;3;-;1;-
C04;Floor of mouth;49;-;-;-;-;-;-;-;-;4;4;11;17;3;4;4;1;1;-
C05;Palate;29;-;-;-;-;-;-;-;-;2;3;5;9;5;3;1;1;-;-
C06;Mouth, NOS;12;-;-;-;-;-;1;-;-;-;-;3;6;1;-;1;-;-;-
C07;Parotid gland;18;-;-;-;-;1;-;-;1;3;-;1;1;1;3;3;1;3;-
C08;Salivary glands, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C09;Tonsil;47;-;-;-;-;-;-;-;1;2;6;10;12;8;3;1;2;1;1
C10;Oropharynx;42;-;-;-;-;-;-;-;1;4;5;12;10;5;2;2;1;-;-
C11;Nasopharynx;10;-;-;1;-;-;-;1;1;1;-;2;2;-;-;1;1;-;-
C12;Pyriform sinus;62;-;-;-;-;-;-;-;-;1;7;13;17;11;7;1;2;3;-
C13;Hypopharynx;16;-;-;-;-;-;-;-;-;-;6;-;3;2;2;2;1;-;-
C14;Lip, oral cavity and pharynx, NOS;19;-;-;-;-;-;-;-;-;2;2;1;5;4;2;1;1;1;-
C15;Oesophagus;220;-;-;-;-;-;-;1;2;8;20;26;32;34;27;22;23;15;10
C16;Stomach;263;-;-;-;-;2;-;1;2;5;7;12;26;27;27;50;42;39;23
C17;Small intestine;28;-;-;-;-;-;-;-;-;-;1;3;6;3;4;6;1;2;2
C18;Colon;771;-;-;1;2;1;1;3;8;15;17;51;65;72;112;134;131;106;52
C19;Rectosigmoid junction;40;-;-;-;-;-;-;-;-;-;-;2;5;3;6;4;14;3;3
C20;Rectum;379;-;-;-;-;1;-;-;3;8;8;24;46;43;50;65;63;43;25
C21;Anus and anal canal;20;-;-;-;-;-;-;1;-;1;4;1;1;1;1;4;6;-;-
C22;Liver and intrahepatic bile ducts;134;1;-;-;-;-;-;-;-;2;6;11;20;21;30;16;14;12;1
C23;Gallbladder;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-
C24;Biliary tract, NOS;31;-;-;-;-;-;-;-;-;-;1;1;4;3;6;5;8;2;1
C25;Pancreas;213;-;-;-;-;-;-;2;5;4;8;14;25;22;33;38;33;20;9
C26;Other ill-defined digestive organs;7;-;-;-;-;-;-;-;-;1;-;-;2;2;1;-;-;-;1
C30;Nasal cavity and middle ear;6;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;1;1;-
C31;Accessory sinuses;12;-;-;-;1;-;-;-;-;1;2;1;1;1;3;-;1;1;-
C32;Larynx;166;-;-;-;-;-;-;1;-;5;13;20;35;27;20;16;15;8;6
C33;Trachea;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-
C34;Bronchus and lung;1703;-;-;-;-;-;-;2;3;21;63;140;225;219;269;304;250;142;65
C37;Thymus;5;-;-;-;-;-;-;-;-;-;1;-;2;1;-;1;-;-;-
C38;Heart, mediastinum and pleura;5;-;-;-;-;1;1;-;-;-;-;1;-;1;-;1;-;-;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
