icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;0.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C01;Base of tongue;5.0;-;-;-;-;-;-;-;-;-;-;7.04200556;3.94570707;-;-;6.39508857;7.7778642;-;-;1.04094234;1.07709275;0.71560897;0.08687625
C02;Tongue;14.0;-;-;-;-;-;-;-;-;5.56761873;6.38957222;3.52100278;15.78282828;15.54082056;5.75175429;-;-;11.10740864;-;2.91463856;3.14862854;2.37451722;0.26242305
C03;Gum;2.0;-;-;-;-;-;-;-;-;-;3.19478611;-;-;5.18027352;-;-;-;-;-;0.41637694;0.4826487;0.39889811;0.04186653
C04;Floor of mouth;16.0;-;-;-;-;-;-;-;-;2.78380936;3.19478611;14.08401113;11.83712121;15.54082056;11.50350857;6.39508857;7.7778642;-;-;3.3310155;3.69920105;2.70881963;0.32616266
C05;Palate;5.0;-;-;-;-;-;-;-;-;-;3.19478611;3.52100278;-;15.54082056;-;-;-;-;-;1.04094234;1.24714625;0.98937013;0.11122115
C06;Mouth, NOS;7.0;-;-;-;-;-;-;-;-;-;3.19478611;-;3.94570707;5.18027352;5.75175429;6.39508857;15.5557284;-;-;1.45731928;1.45242852;1.01273807;0.12226325
C07;Parotid gland;2.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12.79017714;-;-;-;0.41637694;0.38370531;0.25580354;0.06393044
C08;Salivary glands, NOS;3.0;-;-;-;-;-;-;-;-;-;-;-;-;5.18027352;5.75175429;6.39508857;-;-;-;0.62456541;0.6809365;0.50766534;0.08659806
C09;Tonsil;15.0;-;-;-;-;-;-;-;-;2.78380936;9.58435833;14.08401113;11.83712121;5.18027352;5.75175429;-;7.7778642;11.10740864;-;3.12282703;3.31759501;2.43285472;0.24580405
C10;Oropharynx;10.0;-;-;-;-;-;2.40373059;-;-;-;-;7.04200556;7.89141414;10.36054704;11.50350857;-;7.7778642;-;-;2.08188469;2.26841136;1.69736107;0.19581406
C11;Nasopharynx;9.0;-;-;-;-;-;7.21119177;-;-;2.78380936;6.38957222;3.52100278;-;-;5.75175429;-;-;11.10740864;-;1.87369622;1.73453459;1.53143805;0.1282044
C12;Pyriform sinus;13.0;-;-;-;-;-;-;-;-;-;3.19478611;3.52100278;11.83712121;25.90136759;17.25526286;-;-;-;-;2.7064501;3.16561139;2.39493474;0.30807218
C13;Hypopharynx;6.0;-;-;-;-;-;-;-;-;-;3.19478611;10.56300834;3.94570707;-;-;6.39508857;-;-;-;1.24913081;1.39164069;1.00556764;0.12042039
C14;Lip, oral cavity and pharynx, NOS;5.0;-;-;-;-;-;-;-;-;-;-;3.52100278;3.94570707;-;-;12.79017714;7.7778642;-;-;1.04094234;1.02247522;0.66746061;0.10123316
