icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;25;-;-;-;-;-;-;-;-;1;-;-;-;3;9;2;4;3;3
C01;Base of tongue;88;-;-;-;-;-;-;-;-;2;3;11;10;25;14;5;12;4;2
C02;Tongue;98;-;-;-;-;-;1;-;-;4;5;6;21;15;15;10;11;6;4
C03;Gum;24;-;-;-;-;-;-;-;-;-;1;3;5;4;3;3;2;2;1
C04;Floor of mouth;76;-;-;-;-;-;-;-;-;-;5;11;19;13;16;5;7;-;-
C05;Palate;38;-;-;-;-;-;-;-;-;1;3;3;5;14;6;2;1;2;1
C06;Mouth, NOS;27;-;-;-;-;-;-;-;-;-;2;4;3;7;8;1;-;2;-
C07;Parotid gland;52;-;-;1;-;-;-;-;1;2;3;5;2;3;6;13;8;5;3
C08;Salivary glands, NOS;7;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;3
C09;Tonsil;98;-;-;-;-;-;-;-;1;2;7;9;23;21;20;6;4;3;2
C10;Oropharynx;49;-;-;-;-;-;-;-;-;-;-;5;11;12;12;5;1;3;-
C11;Nasopharynx;15;-;-;-;-;-;-;-;2;-;-;3;4;2;1;1;1;-;1
C12;Pyriform sinus;81;-;-;-;-;-;-;-;-;1;3;8;18;21;10;11;5;2;2
C13;Hypopharynx;62;-;-;-;-;-;-;-;-;-;-;5;6;15;19;8;4;5;-
C14;Lip, oral cavity and pharynx, NOS;12;-;-;-;-;-;-;-;-;-;-;2;2;2;2;1;2;-;1
C15;Oesophagus;434;-;-;-;-;1;1;3;2;4;6;30;55;62;75;53;65;48;29
C16;Stomach;569;-;-;-;-;1;-;4;3;7;13;33;48;69;78;70;92;88;63
C17;Small intestine;117;-;-;-;-;-;2;-;1;4;7;7;11;16;18;15;20;14;2
C18;Colon;2726;-;-;5;3;4;4;6;7;22;44;89;181;325;567;559;363;336;211
C19;Rectosigmoid junction;68;-;-;-;-;-;-;-;1;-;2;1;6;10;15;13;6;8;6
C20;Rectum;1116;-;-;-;-;-;-;4;4;12;30;65;101;158;221;219;144;95;63
C21;Anus and anal canal;38;-;-;-;-;-;1;-;-;1;2;8;4;5;4;4;4;3;2
C22;Liver and intrahepatic bile ducts;279;-;1;-;-;-;-;2;1;1;9;16;29;41;61;30;46;28;14
C23;Gallbladder;18;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;4;6;1
C24;Biliary tract, NOS;89;-;-;-;-;-;-;-;-;-;3;6;7;8;12;12;22;12;7
C25;Pancreas;488;-;-;-;1;1;-;2;1;5;15;29;50;58;72;78;83;66;27
C26;Other ill-defined digestive organs;9;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;2;1;2
C30;Nasal cavity and middle ear;25;-;-;-;-;-;-;-;-;1;-;1;4;4;2;5;6;2;-
C31;Accessory sinuses;47;-;1;-;-;-;-;-;1;-;2;5;4;5;7;7;10;2;3
C32;Larynx;276;-;-;-;-;-;-;-;-;4;4;21;41;43;56;29;28;33;17
C33;Trachea;4;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-
C34;Bronchus and lung;3443;-;-;-;1;1;2;3;13;18;45;139;278;459;613;579;586;459;247
C37;Thymus;16;-;-;-;2;-;-;-;1;1;-;2;1;1;4;2;2;-;-
C38;Heart, mediastinum and pleura;7;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;2;-;1
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;20;-;1;-;4;4;1;1;1;1;-;-;-;-;3;1;1;1;1
C41;Bone and articular cartilage, NOS;27;-;1;1;4;1;-;3;1;1;3;1;4;1;1;3;-;2;-
C43;Malignant melanoma of skin;718;-;-;-;3;9;11;8;31;48;64;80;64;79;82;67;86;52;34
C44;Malignant neoplasms of skin;2547;-;1;-;-;1;2;5;12;9;27;47;68;141;238;327;528;547;594
C45;Mesothelioma;177;-;-;-;-;-;-;-;-;-;4;7;15;11;38;28;26;30;18
C46;Kaposi's sarcoma;24;-;-;-;-;-;-;-;-;2;5;4;1;3;2;-;3;2;2
C47,C49;Soft tissues;145;1;-;-;3;-;2;7;8;3;8;10;9;10;18;21;14;16;15
C48;Retroperitoneum and peritoneum;15;1;-;-;-;-;-;1;-;2;1;1;1;1;3;-;1;3;-
C50;Breast;57;-;-;-;-;-;-;-;-;1;2;2;4;17;7;10;6;4;4
C60;Penis;47;-;-;-;-;-;-;-;1;1;1;2;3;2;5;9;9;5;9
C61;Prostate;5103;-;-;1;1;-;-;-;1;12;45;212;465;738;1081;905;867;532;243
C62;Testis;208;-;-;1;12;26;38;41;44;17;13;5;5;2;2;1;-;1;-
C63;Male genital organs, NOS;7;-;-;-;-;-;-;-;-;1;-;1;1;-;1;1;1;1;-
C64;Kidney;710;7;1;-;-;1;2;2;10;26;35;47;67;88;121;110;100;64;29
C65;Renal pelvis;100;-;-;-;-;-;-;-;-;1;2;4;5;5;15;18;25;21;4
C66;Ureter;73;-;-;-;-;-;-;-;-;1;2;2;6;5;10;15;13;18;1
C67;Bladder;1097;-;-;-;-;-;1;1;1;4;15;26;46;101;164;156;198;197;187
C68;Urinary organs, NOS;29;-;-;-;-;-;-;-;-;-;-;1;1;3;2;6;8;-;8
C69;Eye and adnexa;46;1;-;-;-;-;1;-;1;-;4;5;6;5;9;5;3;4;2
C70;Meninges;4;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-
C71;Brain;283;5;8;6;1;7;5;11;6;13;21;26;22;43;34;34;16;16;9
C72;Spinal cord, cranial nerves and CNS, NOS;7;-;-;-;-;-;-;-;1;-;1;1;2;1;1;-;-;-;-
C73;Thyroid gland;118;-;-;1;1;6;3;2;6;9;13;18;6;15;14;16;3;1;4
C74;Adrenal gland;25;4;-;-;-;1;2;1;2;-;1;2;1;1;2;4;3;-;1
C75;Endocrine glands, NOS;6;-;1;-;-;-;-;-;-;-;-;1;-;3;-;-;1;-;-
C81;Hodgkin's disease;115;-;-;2;7;5;13;12;8;9;6;10;10;6;5;3;9;7;3
C82-C86;Non-Hodgkin-lymphoma;739;3;2;6;1;8;4;11;10;19;30;47;65;72;91;100;112;90;68
C88;Malignant immunoproliferative diseases;103;-;-;-;-;2;2;1;2;1;6;4;17;9;12;14;9;11;13
C90;Multiple myeloma;272;-;-;-;-;-;-;-;2;2;13;16;27;29;40;31;46;38;28
C91;Lymphoid leukaemia;397;18;5;2;4;-;3;5;5;3;18;33;39;57;53;36;58;41;17
C92;Myeloid leukaemia;198;1;1;2;3;2;3;3;5;6;14;9;14;20;20;25;31;27;12
C93;Monocytic leukaemia;46;-;-;-;-;-;2;1;1;-;-;2;3;4;3;8;14;5;3
C94-C95;Leukaemia other;22;1;-;-;-;1;1;-;-;-;1;1;-;6;3;1;3;3;1
C96;Lymphoid, haematopoietic and related tissue, NOS;18;4;2;2;-;2;-;1;1;-;3;-;2;-;1;-;-;-;-
C76;Other and ill-defined sites;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1
C80;Unknown primary site;313;-;-;-;-;-;-;-;1;2;7;11;30;36;52;34;44;57;39
MPD;Myeloproliferative Disorders;233;-;-;-;-;-;1;1;1;4;10;14;21;26;38;36;28;34;19
MDS;Myelodysplastic syndromes;277;-;1;-;1;-;1;2;-;3;2;4;11;19;31;40;61;59;42
Total;;24851;46;26;30;52;85;109;144;203;296;591;1184;1994;2982;4155;3822;3874;3129;2129
Total excl. non-melanoma;;22304;46;25;30;52;84;107;139;191;287;564;1137;1926;2841;3917;3495;3346;2582;1535
Total excl. non-melanoma and MDS, MPD;;21794;46;24;30;51;84;105;136;190;280;552;1119;1894;2796;3848;3419;3257;2489;1474
