icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;19;-;-;-;-;-;-;-;-;-;-;-;1;3;2;3;3;-;7
C01;Base of tongue;42;-;-;-;-;-;-;-;-;2;-;4;7;9;11;5;-;2;2
C02;Tongue;87;-;-;-;-;-;-;3;-;-;4;3;11;16;17;14;5;8;6
C03;Gum;28;-;-;-;1;-;-;-;-;-;-;3;3;2;3;3;3;1;9
C04;Floor of mouth;52;-;-;-;-;-;-;-;-;-;2;7;8;11;10;6;5;3;-
C05;Palate;49;-;-;-;-;-;2;1;-;-;1;-;6;11;10;4;6;4;4
C06;Mouth, NOS;33;-;-;-;-;-;-;-;-;2;-;5;2;3;1;3;6;6;5
C07;Parotid gland;53;-;-;1;-;1;3;-;-;3;1;4;1;6;5;8;7;4;9
C08;Salivary glands, NOS;15;-;-;-;-;-;-;-;-;2;1;1;-;2;3;-;2;-;4
C09;Tonsil;88;-;-;-;-;-;-;-;-;2;2;7;13;23;13;10;7;6;5
C10;Oropharynx;56;-;-;-;-;-;-;-;-;1;2;4;7;15;12;10;4;-;1
C11;Nasopharynx;18;-;-;-;1;2;-;2;-;2;2;1;2;3;-;2;1;-;-
C12;Pyriform sinus;29;-;-;-;-;-;-;-;-;-;-;4;4;9;7;-;2;3;-
C13;Hypopharynx;15;-;-;-;-;-;1;-;-;-;-;-;2;3;4;2;2;1;-
C14;Lip, oral cavity and pharynx, NOS;4;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1
C15;Oesophagus;298;-;-;-;-;-;-;1;-;-;5;13;33;43;55;39;37;26;46
C16;Stomach;548;-;-;-;1;-;3;3;8;10;31;23;38;46;66;57;72;79;111
C17;Small intestine;137;-;-;-;-;-;1;1;5;3;7;8;16;16;13;18;18;14;17
C18;Colon;2777;-;-;3;2;12;13;17;26;38;61;106;184;231;342;393;399;418;532
C19;Rectosigmoid junction;60;-;-;-;-;-;-;-;-;1;1;4;10;7;1;8;9;8;11
C20;Rectum;917;-;-;-;-;-;3;10;9;26;30;61;79;100;97;118;125;124;135
C21;Anus and anal canal;129;-;-;-;-;-;-;-;4;5;9;14;17;27;15;10;7;9;12
C22;Liver and intrahepatic bile ducts;269;1;-;-;-;1;1;4;2;3;9;9;19;32;46;42;32;41;27
C23;Gallbladder;67;-;-;-;-;-;-;-;1;-;1;1;1;7;5;11;15;11;14
C24;Biliary tract, NOS;155;-;-;-;-;-;-;-;-;-;4;5;12;17;16;22;26;25;28
C25;Pancreas;891;-;-;-;1;-;4;4;7;7;30;41;80;114;123;106;139;112;123
C26;Other ill-defined digestive organs;34;-;-;-;-;-;-;-;1;1;1;1;1;5;5;6;3;6;4
C30;Nasal cavity and middle ear;10;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;4;1
C31;Accessory sinuses;14;-;-;-;1;-;-;1;-;1;1;-;1;1;1;-;2;2;3
C32;Larynx;77;-;-;-;-;-;-;-;1;1;3;6;16;11;12;12;4;7;4
C33;Trachea;4;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;-
C34;Bronchus and lung;2735;-;-;-;2;-;6;5;13;29;95;199;349;478;460;416;315;206;162
C37;Thymus;19;-;-;-;-;-;1;1;2;-;1;3;2;1;2;4;1;1;-
C38;Heart, mediastinum and pleura;15;-;1;2;-;-;-;-;1;-;-;1;-;2;1;2;3;-;2
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;27;1;-;2;6;3;3;1;1;3;2;2;1;-;1;-;-;-;1
C41;Bone and articular cartilage, NOS;23;-;1;1;1;-;-;2;-;1;2;3;-;2;3;3;3;-;1
C43;Malignant melanoma of skin;1786;-;-;2;4;24;54;81;110;146;179;177;183;182;158;138;102;118;128
C44;Malignant neoplasms of skin;3062;1;-;-;1;3;7;10;9;26;54;83;120;160;248;351;457;556;976
C45;Mesothelioma;54;-;-;-;-;-;-;1;-;-;3;-;4;3;9;9;9;13;3
C46;Kaposi's sarcoma;9;-;-;-;-;-;1;1;-;-;2;-;-;-;1;-;2;1;1
C47,C49;Soft tissues;178;10;1;5;2;3;3;4;3;5;12;9;17;14;17;27;17;16;13
C48;Retroperitoneum and peritoneum;75;-;-;-;-;-;1;-;3;-;2;7;8;10;7;7;12;11;7
C50;Breast;10735;-;-;-;-;7;46;166;282;538;975;1265;1137;1366;1393;1043;943;808;766
C51;Vulva;231;-;-;-;-;-;2;3;5;10;7;15;14;25;26;23;29;33;39
C52;Vagina;51;1;-;-;-;-;-;-;-;2;1;4;4;3;8;7;9;5;7
C53;Cervix uteri;640;-;-;-;1;3;22;37;62;68;77;58;75;66;48;43;39;23;18
C54;Corpus uteri;1438;-;-;-;-;-;-;4;5;14;45;74;125;188;243;244;220;160;116
C55;Uterus;13;-;-;-;-;-;-;-;2;2;-;1;1;1;-;-;1;3;2
C56;Ovary;752;-;2;1;3;7;6;7;9;24;43;62;83;74;98;96;97;80;60
C57;Female genital organs, NOS;90;-;-;-;-;-;1;-;-;2;3;6;10;9;9;15;14;8;13
C58;Placenta;5;-;-;-;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;633;8;1;-;1;2;2;8;14;14;17;34;48;68;89;93;73;92;69
C65;Renal pelvis;93;-;-;-;-;-;-;-;-;1;2;3;2;9;7;11;21;17;20
C66;Ureter;54;-;-;-;-;-;-;-;-;-;1;-;3;7;5;5;13;8;12
C67;Bladder;506;-;-;-;-;1;1;1;-;4;6;18;26;36;64;62;75;99;113
C68;Urinary organs, NOS;8;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;2;2
C69;Eye and adnexa;74;4;-;-;-;-;1;1;-;2;1;9;6;7;7;8;15;6;7
C70;Meninges;8;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;1;2
C71;Brain;346;7;11;8;5;-;4;13;13;15;18;12;26;42;52;44;32;28;16
C72;Spinal cord, cranial nerves and CNS, NOS;19;1;1;-;-;2;-;1;1;-;1;2;-;4;2;1;2;1;-
C73;Thyroid gland;776;-;-;2;4;27;27;64;70;84;84;93;82;57;65;48;29;19;21
C74;Adrenal gland;44;7;1;1;1;2;5;1;1;2;2;2;4;2;4;2;6;-;1
C75;Endocrine glands, NOS;21;-;-;-;-;-;-;3;1;3;2;-;-;3;3;2;2;1;1
C81;Hodgkin's disease;145;1;-;7;14;16;16;16;12;5;8;4;8;5;9;5;7;4;8
