icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;10;-;-;-;-;-;-;-;-;-;-;2;2;-;-;2;2;1;1
C01;Base of tongue;9;-;-;-;-;-;-;-;-;-;-;1;2;3;1;-;-;2;-
C02;Tongue;28;-;-;-;-;-;-;-;1;1;4;1;2;1;6;3;2;3;4
C03;Gum;7;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;1;1
C04;Floor of mouth;28;-;-;-;-;-;-;-;-;-;4;4;6;5;3;3;2;1;-
C05;Palate;19;-;-;-;-;-;-;-;-;1;4;3;2;3;1;2;2;-;1
C06;Mouth, NOS;18;-;-;-;-;-;-;-;1;-;-;2;2;2;2;2;5;2;-
C07;Parotid gland;18;-;-;-;-;1;-;-;-;1;-;-;-;2;3;3;-;5;3
C08;Salivary glands, NOS;7;-;-;1;-;1;-;-;1;-;1;-;1;-;-;1;-;1;-
C09;Tonsil;16;-;-;-;-;-;-;-;1;-;1;1;7;-;1;2;1;1;1
C10;Oropharynx;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-
C11;Nasopharynx;8;-;-;-;-;-;1;-;-;-;1;1;1;2;1;-;1;-;-
C12;Pyriform sinus;8;-;-;-;-;-;-;-;-;-;1;3;1;-;1;1;-;1;-
C13;Hypopharynx;3;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-
C14;Lip, oral cavity and pharynx, NOS;4;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1
C15;Oesophagus;91;-;-;-;-;-;-;-;-;2;1;5;8;9;15;14;13;10;14
C16;Stomach;352;-;-;-;-;-;1;1;2;6;9;11;17;29;29;55;59;58;75
C17;Small intestine;41;-;-;-;-;-;-;2;-;2;3;3;7;2;7;5;4;2;4
C18;Colon;1373;-;-;1;-;2;1;2;9;17;29;57;80;102;153;230;255;202;233
C19;Rectosigmoid junction;111;-;-;-;-;-;-;-;-;1;4;6;6;10;12;24;15;19;14
C20;Rectum;492;-;-;-;-;-;-;2;6;7;15;21;44;56;67;67;75;70;62
C21;Anus and anal canal;35;-;-;-;-;-;-;-;1;1;3;4;1;5;4;6;4;2;4
C22;Liver and intrahepatic bile ducts;83;-;-;-;-;1;2;1;1;1;3;5;7;4;10;7;20;13;8
C23;Gallbladder;43;-;-;-;-;-;-;-;-;1;1;-;1;4;3;9;10;9;5
C24;Biliary tract, NOS;43;-;-;-;-;-;-;-;-;-;1;-;2;4;5;7;12;3;9
C25;Pancreas;308;-;-;-;-;-;-;1;4;6;5;13;20;21;38;53;51;48;48
C26;Other ill-defined digestive organs;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1
C30;Nasal cavity and middle ear;4;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;-
C31;Accessory sinuses;7;-;1;-;-;-;-;-;-;1;-;-;-;-;2;2;-;1;-
C32;Larynx;37;-;-;-;-;-;-;1;-;1;-;4;6;3;7;7;7;1;-
C33;Trachea;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C34;Bronchus and lung;685;-;-;-;-;-;1;3;13;13;49;84;89;83;91;115;80;46;18
C37;Thymus;7;-;-;-;-;1;-;-;1;-;-;1;-;-;2;1;1;-;-
C38;Heart, mediastinum and pleura;11;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;2;1;4
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;16;-;-;1;2;1;-;-;2;3;-;1;-;2;1;-;2;1;-
C41;Bone and articular cartilage, NOS;23;-;-;2;2;3;2;-;2;2;2;-;1;1;1;3;-;-;2
C43;Malignant melanoma of skin;439;-;1;-;4;7;8;30;46;31;33;51;39;37;26;41;38;27;20
C44;Malignant neoplasms of skin;506;-;-;-;-;-;1;4;4;6;7;17;19;23;38;81;84;69;153
C45;Mesothelioma;21;-;-;-;-;-;-;-;-;1;2;1;1;1;1;3;7;2;2
C46;Kaposi's sarcoma;4;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-
C47,C49;Soft tissues;105;2;-;-;2;6;7;7;4;11;5;7;6;9;9;7;9;6;8
C48;Retroperitoneum and peritoneum;24;2;-;-;-;-;-;-;-;1;2;-;3;1;4;3;7;1;-
C50;Breast;5293;-;-;-;1;1;13;91;197;349;487;670;704;698;681;494;418;288;201
C51;Vulva;90;-;-;-;-;-;1;1;3;2;7;4;3;7;9;11;15;16;11
C52;Vagina;28;-;-;-;-;-;-;-;-;1;-;1;5;3;5;1;4;2;6
C53;Cervix uteri;362;-;-;-;-;-;9;26;41;61;36;43;34;21;27;25;18;14;7
C54;Corpus uteri;772;-;-;-;-;-;1;2;6;6;23;61;72;138;139;143;86;64;31
C55;Uterus;42;-;-;-;-;-;-;-;-;7;2;2;3;3;2;6;6;7;4
C56;Ovary;559;1;2;1;1;1;6;5;6;11;26;58;60;71;82;97;66;40;25
C57;Female genital organs, NOS;15;-;-;-;1;-;-;-;1;-;1;-;1;3;2;3;1;1;1
C58;Placenta;4;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;286;5;3;-;-;-;1;4;4;6;10;20;23;36;42;52;40;27;13
C65;Renal pelvis;36;-;-;-;-;-;-;-;-;1;1;2;3;-;4;5;6;7;7
C66;Ureter;25;-;-;-;-;-;-;-;-;-;-;-;-;-;7;6;7;3;2
C67;Bladder;223;-;-;-;-;-;-;-;-;1;4;6;9;20;27;32;43;42;39
C68;Urinary organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
C69;Eye and adnexa;18;1;1;-;-;-;-;-;1;2;1;1;-;5;2;2;1;1;-
C70;Meninges;10;-;-;-;-;-;-;-;-;1;1;2;-;1;1;1;1;2;-
C71;Brain;215;2;4;5;3;6;4;7;4;17;9;19;20;25;26;27;18;13;6
C72;Spinal cord, cranial nerves and CNS, NOS;4;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-
C73;Thyroid gland;162;-;1;2;2;2;5;11;16;20;15;6;11;17;16;15;9;10;4
C74;Adrenal gland;7;-;-;-;-;-;-;-;1;1;-;2;-;1;-;1;1;-;-
C75;Endocrine glands, NOS;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-
C81;Hodgkin's disease;70;-;-;-;13;12;9;7;3;4;6;4;2;-;3;1;5;-;1
C82-C85;Non-Hodgkin-lymphoma;422;1;-;1;3;6;8;10;11;17;20;27;33;50;51;48;68;39;29
