icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;9;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;2;3
C01;Base of tongue;51;-;-;-;-;-;-;-;-;-;3;3;8;14;10;6;4;2;1
C02;Tongue;83;-;-;-;-;-;1;1;2;3;3;7;14;11;13;7;4;11;6
C03;Gum;47;-;-;-;-;-;-;-;-;-;1;2;3;2;8;9;6;7;9
C04;Floor of mouth;54;-;-;-;-;-;-;-;-;-;4;5;8;9;10;7;5;3;3
C05;Palate;36;-;-;-;-;1;1;1;-;-;1;6;5;4;3;5;2;2;5
C06;Mouth, NOS;23;-;-;-;-;-;-;-;-;-;-;-;2;3;-;4;5;3;6
C07;Parotid gland;43;-;-;-;-;-;-;-;2;2;2;2;3;3;1;6;8;6;8
C08;Salivary glands, NOS;16;-;-;-;-;1;1;1;2;1;-;-;2;1;4;-;1;1;1
C09;Tonsil;80;-;-;-;-;-;-;-;-;1;7;6;12;15;16;11;9;1;2
C10;Oropharynx;48;-;-;-;-;-;-;-;-;-;2;9;7;6;9;9;2;2;2
C11;Nasopharynx;13;-;-;-;-;1;1;-;-;-;-;2;1;3;1;2;-;1;1
C12;Pyriform sinus;37;-;-;-;-;-;-;-;-;-;-;7;11;6;3;4;5;1;-
C13;Hypopharynx;21;-;-;-;-;-;-;-;1;-;-;1;1;4;5;3;3;3;-
C14;Lip, oral cavity and pharynx, NOS;3;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1
C15;Oesophagus;261;-;-;-;-;-;-;1;-;2;5;12;25;31;41;47;32;29;36
C16;Stomach;503;-;-;-;-;-;-;3;5;12;20;21;51;44;55;72;58;84;78
C17;Small intestine;140;-;-;-;-;1;1;-;3;5;8;12;12;15;17;27;14;11;14
C18;Colon;2722;-;-;1;7;8;10;20;26;23;73;89;186;246;335;377;361;459;501
C19;Rectosigmoid junction;66;-;-;-;-;-;-;-;-;1;-;1;4;6;12;7;11;11;13
C20;Rectum;844;-;-;-;-;1;3;3;12;16;22;59;85;107;111;119;85;110;111
C21;Anus and anal canal;106;-;-;-;-;-;-;1;1;4;7;11;14;11;14;15;7;9;12
C22;Liver and intrahepatic bile ducts;263;2;1;-;-;-;-;1;2;3;8;13;17;31;38;37;38;45;27
C23;Gallbladder;60;-;-;-;-;-;-;-;1;1;2;3;3;7;9;8;10;7;9
C24;Biliary tract, NOS;142;-;-;-;-;1;-;-;1;-;5;5;6;13;18;15;21;22;35
C25;Pancreas;884;-;-;-;1;1;1;3;4;11;19;37;68;85;110;153;143;125;123
C26;Other ill-defined digestive organs;10;-;-;-;-;-;-;-;1;-;1;-;1;2;2;-;1;1;1
C30;Nasal cavity and middle ear;26;-;-;-;-;-;-;-;-;-;1;1;2;6;3;4;2;1;6
C31;Accessory sinuses;13;-;-;-;-;-;2;-;-;-;-;2;1;6;1;-;-;1;-
C32;Larynx;95;-;-;-;-;-;-;-;1;1;3;3;17;24;12;13;8;6;7
C33;Trachea;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C34;Bronchus and lung;2873;-;-;2;-;-;1;8;16;32;79;203;342;482;537;471;320;228;152
C37;Thymus;37;-;-;-;-;-;-;-;2;4;2;2;5;7;3;4;4;4;-
C38;Heart, mediastinum and pleura;11;-;-;-;1;-;-;-;-;-;-;2;-;1;3;1;-;2;1
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;27;-;-;2;2;-;1;-;-;2;1;3;3;2;3;4;3;1;-
C41;Bone and articular cartilage, NOS;25;1;1;2;1;2;2;1;1;2;-;1;3;3;2;1;1;-;1
C43;Malignant melanoma of skin;1916;1;-;2;10;21;66;90;111;156;203;225;180;157;173;158;115;124;124
