icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;16;-;-;-;-;-;-;-;-;1;-;1;3;-;1;2;3;3;2
C01;Base of tongue;14;-;-;-;-;-;-;-;-;-;-;1;6;1;2;-;1;2;1
C02;Tongue;42;-;-;-;-;-;4;-;1;-;5;4;7;5;3;6;2;2;3
C03;Gum;11;-;-;-;-;-;-;-;-;-;-;-;1;-;6;-;2;2;-
C04;Floor of mouth;19;-;-;-;-;-;-;-;-;-;1;2;6;6;1;-;1;1;1
C05;Palate;8;-;-;-;-;-;-;-;-;-;-;1;4;-;1;-;1;-;1
C06;Mouth, NOS;13;-;-;-;-;-;-;-;-;1;1;2;1;-;2;2;2;-;2
C07;Parotid gland;19;-;1;-;1;-;-;1;-;-;1;2;-;-;5;4;1;3;-
C08;Salivary glands, NOS;11;-;-;-;-;-;-;-;-;-;-;1;1;2;2;2;2;-;1
C09;Tonsil;30;-;-;-;-;-;-;-;-;-;6;6;4;5;4;4;1;-;-
C10;Oropharynx;24;-;-;-;-;-;-;-;-;-;1;3;8;3;3;5;-;1;-
C11;Nasopharynx;9;-;-;1;1;-;-;2;-;-;-;1;2;-;1;1;-;-;-
C12;Pyriform sinus;14;-;-;-;-;-;-;-;-;-;-;2;3;3;2;1;3;-;-
C13;Hypopharynx;10;-;-;-;-;-;-;-;-;-;-;1;1;2;3;2;-;-;1
C14;Lip, oral cavity and pharynx, NOS;3;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-
C15;Oesophagus;135;-;-;-;-;-;-;1;-;-;6;12;13;11;17;21;13;19;22
C16;Stomach;334;-;-;-;-;2;2;-;6;13;12;9;13;28;31;40;55;55;68
C17;Small intestine;62;-;-;-;-;-;-;1;2;3;-;3;6;8;5;10;12;8;4
C18;Colon;1668;-;1;2;5;6;5;5;12;24;34;82;88;169;155;225;294;314;247
C19;Rectosigmoid junction;83;-;-;-;-;-;-;-;-;2;4;7;7;8;9;8;14;15;9
C20;Rectum;576;-;-;-;1;1;1;4;3;13;16;28;37;74;63;81;106;78;70
C21;Anus and anal canal;45;-;-;-;-;-;-;-;-;-;4;1;4;6;4;9;11;4;2
C22;Liver and intrahepatic bile ducts;106;1;-;-;-;1;-;-;-;1;7;8;6;12;10;21;19;12;8
C23;Gallbladder;53;-;-;-;-;1;-;-;1;-;-;1;2;7;3;5;12;14;7
C24;Biliary tract, NOS;84;-;-;-;-;-;-;-;1;-;2;5;5;5;11;13;15;14;13
C25;Pancreas;375;-;-;-;-;-;-;1;4;4;8;21;24;36;45;56;71;55;50
C26;Other ill-defined digestive organs;5;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;1
C30;Nasal cavity and middle ear;7;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;3;1
C31;Accessory sinuses;9;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;2;2;-
C32;Larynx;46;-;-;-;-;-;-;1;-;-;1;8;5;10;1;5;7;4;4
C33;Trachea;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-
C34;Bronchus and lung;1074;-;-;-;-;2;1;1;5;19;44;120;147;149;155;148;147;89;47
C37;Thymus;7;-;-;-;-;-;-;-;-;1;-;1;-;2;1;2;-;-;-
C38;Heart, mediastinum and pleura;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;11;-;-;2;-;1;1;-;1;1;1;-;-;1;1;1;-;1;-
C41;Bone and articular cartilage, NOS;20;-;-;-;1;-;1;1;1;-;2;1;3;1;1;3;1;2;2
C43;Malignant melanoma of skin;712;-;-;-;6;9;20;31;48;84;74;67;73;66;49;45;54;46;40
C44;Malignant neoplasms of skin;955;-;-;-;1;2;3;2;5;8;20;30;38;52;72;107;150;185;280
C45;Mesothelioma;29;-;-;-;-;-;-;-;-;1;-;2;-;3;4;4;8;3;4
C46;Kaposi's sarcoma;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
C47,C49;Soft tissues;101;1;2;-;1;-;1;4;5;5;5;5;12;6;7;10;12;16;9
C48;Retroperitoneum and peritoneum;31;-;-;-;-;-;-;-;-;2;-;1;4;2;4;7;7;3;1
C50;Breast;5533;-;-;-;-;1;17;66;163;356;636;677;621;696;552;501;517;403;327
C51;Vulva;113;-;-;-;-;-;-;-;4;4;3;7;7;8;9;15;19;19;18
C52;Vagina;26;-;-;-;-;-;-;-;-;2;-;2;2;3;5;2;6;1;3
C53;Cervix uteri;356;-;-;-;-;4;7;14;37;61;43;36;27;27;30;30;17;9;14
C54;Corpus uteri;889;-;-;-;-;-;-;2;5;11;22;58;103;142;126;151;121;90;58
C55;Uterus;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-
C56;Ovary;475;1;-;2;-;2;3;3;11;21;24;35;42;66;49;66;61;60;29
C57;Female genital organs, NOS;30;-;-;-;-;-;-;-;1;-;1;3;2;7;3;4;7;1;1
C58;Placenta;3;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;339;1;3;-;-;1;3;4;4;9;17;20;25;42;49;47;46;45;23
C65;Renal pelvis;52;-;-;-;-;-;-;-;-;1;-;1;3;4;2;9;14;9;9
C66;Ureter;25;-;-;-;-;-;-;-;-;-;-;-;-;1;1;5;10;6;2
C67;Bladder;272;1;-;-;-;-;-;-;1;2;4;6;19;14;33;35;49;58;50
C68;Urinary organs, NOS;6;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;-
C69;Eye and adnexa;39;2;-;-;-;-;1;1;1;-;6;3;3;3;1;3;5;7;3
C70;Meninges;9;-;-;1;-;-;-;-;-;1;1;1;-;2;1;-;-;2;-
C71;Brain;207;2;2;7;2;2;6;4;10;5;16;22;15;19;22;28;26;14;5
C72;Spinal cord, cranial nerves and CNS, NOS;8;1;1;-;-;-;-;-;-;2;-;1;-;1;-;1;1;-;-
C73;Thyroid gland;263;-;1;1;2;14;15;18;25;32;25;21;25;17;17;18;14;12;6
C74;Adrenal gland;10;2;-;-;-;1;1;-;-;3;2;-;-;-;-;-;1;-;-
C75;Endocrine glands, NOS;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C81;Hodgkin's disease;71;-;-;-;6;20;8;4;7;4;4;-;2;5;1;3;3;3;1
C82-C85;Non-Hodgkin-lymphoma;538;1;-;3;3;7;9;7;2;13;13;39;43;52;54;77;95;67;53
