icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;20;-;-;-;-;-;-;-;1;-;2;2;2;1;-;2;3;4;3
C01;Base of tongue;24;-;-;-;-;-;-;-;-;-;2;3;3;5;1;2;4;3;1
C02;Tongue;73;-;-;-;-;-;1;-;2;4;9;8;15;10;8;4;4;3;5
C03;Gum;23;-;-;-;-;-;-;1;-;-;1;-;3;2;2;8;3;1;2
C04;Floor of mouth;27;-;-;-;-;-;-;-;-;-;1;6;9;6;2;3;-;-;-
C05;Palate;34;-;-;-;-;-;1;-;-;1;1;5;8;6;3;4;1;3;1
C06;Mouth, NOS;24;-;-;-;-;-;1;-;-;-;-;1;2;3;6;2;3;5;1
C07;Parotid gland;33;-;-;-;1;1;2;1;1;2;1;3;2;3;1;3;5;4;3
C08;Salivary glands, NOS;16;-;-;1;1;-;-;-;-;1;2;2;-;1;1;2;2;3;-
C09;Tonsil;63;-;-;-;-;-;-;-;1;1;6;16;11;12;3;8;4;-;1
C10;Oropharynx;21;-;-;-;-;-;-;-;-;1;1;2;6;2;2;4;3;-;-
C11;Nasopharynx;8;-;1;-;-;-;1;-;-;-;2;2;-;-;1;1;-;-;-
C12;Pyriform sinus;21;-;-;-;-;-;-;-;-;-;1;5;5;6;2;1;1;-;-
C13;Hypopharynx;8;-;-;-;-;-;-;-;-;-;3;1;-;3;-;1;-;-;-
C14;Lip, oral cavity and pharynx, NOS;16;-;-;-;-;-;-;-;-;-;1;6;2;3;1;-;1;1;1
C15;Oesophagus;221;-;-;-;-;-;-;-;-;3;8;19;27;30;22;31;24;36;21
C16;Stomach;519;-;-;-;-;-;3;3;5;16;22;23;34;35;44;60;91;104;79
C17;Small intestine;104;-;-;-;-;-;-;1;3;4;4;10;9;13;15;10;13;13;9
C18;Colon;2506;-;-;3;9;10;9;11;17;35;66;110;148;188;253;393;469;445;340
C19;Rectosigmoid junction;133;-;-;-;-;-;-;-;1;-;6;2;12;8;20;21;28;18;17
C20;Rectum;920;-;-;-;-;-;3;3;6;23;36;49;76;88;118;140;139;146;93
C21;Anus and anal canal;77;-;-;-;-;-;-;-;2;4;6;4;10;8;4;8;14;10;7
C22;Liver and intrahepatic bile ducts;152;2;-;-;-;-;-;-;3;-;1;9;16;16;21;28;25;21;10
C23;Gallbladder;77;-;-;-;-;-;-;-;-;1;2;3;6;4;14;12;15;13;7
C24;Biliary tract, NOS;88;-;-;-;-;-;-;-;-;-;-;2;1;9;16;13;17;17;13
C25;Pancreas;567;-;-;-;-;-;1;-;4;2;22;22;44;68;71;96;111;80;46
C26;Other ill-defined digestive organs;9;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;1;3;1
C30;Nasal cavity and middle ear;9;-;-;-;-;-;-;-;-;-;-;1;1;2;1;2;-;2;-
C31;Accessory sinuses;16;-;-;-;-;-;1;1;1;1;1;2;2;1;2;-;1;2;1
C32;Larynx;80;-;-;-;-;1;-;1;-;1;3;8;20;14;9;7;6;4;6
C33;Trachea;6;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;1;-;1
C34;Bronchus and lung;1677;-;-;1;2;-;2;6;21;35;103;187;239;208;225;244;225;129;50
C37;Thymus;10;-;-;-;-;-;-;-;-;-;1;1;2;-;-;3;2;-;1
C38;Heart, mediastinum and pleura;8;1;-;-;1;-;1;1;-;-;-;-;-;-;-;2;2;-;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;32;1;-;9;4;-;-;2;2;2;7;-;1;1;1;1;1;-;-
C41;Bone and articular cartilage, NOS;40;1;1;-;5;3;1;2;3;2;2;2;3;2;1;6;4;-;2
C43;Malignant melanoma of skin;958;1;-;3;5;33;34;57;88;88;84;85;70;75;67;82;88;54;44
C44;Malignant neoplasms of skin;1228;1;-;2;-;-;4;4;5;12;28;25;74;71;86;134;192;265;325
C45;Mesothelioma;40;-;-;-;-;-;-;-;-;-;-;4;7;4;5;8;4;5;3
C46;Kaposi's sarcoma;12;-;-;-;-;-;1;-;1;1;-;-;-;2;1;1;2;2;1
C47,C49;Soft tissues;172;5;1;2;4;4;9;3;17;9;8;6;12;11;19;17;20;15;10
C48;Retroperitoneum and peritoneum;39;-;-;-;-;-;1;1;-;-;3;1;4;6;9;6;4;2;2
C50;Breast;9489;-;-;-;-;4;44;125;281;657;1067;1202;1146;1090;1010;925;834;647;457
C51;Vulva;169;-;-;-;-;-;1;1;2;8;9;10;13;11;22;20;27;28;17
C52;Vagina;52;-;-;1;-;-;-;-;-;-;3;5;5;5;4;4;13;9;3
C53;Cervix uteri;604;-;-;-;-;3;15;30;81;76;88;65;48;40;33;33;49;29;14
C54;Corpus uteri;1320;-;-;-;-;-;-;3;8;22;41;81;168;180;241;210;181;119;66
C55;Uterus;34;-;-;-;-;-;-;-;2;1;4;4;3;4;2;5;6;2;1
C56;Ovary;909;-;-;-;6;3;7;7;14;28;44;89;110;100;122;120;109;92;58
C57;Female genital organs, NOS;33;-;-;-;-;1;-;-;2;1;4;1;6;2;5;3;1;3;4
C58;Placenta;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-
C64;Kidney;531;7;-;3;-;3;2;3;15;8;17;38;40;63;55;103;86;68;20
C65;Renal pelvis;73;-;-;-;-;-;-;-;-;1;1;2;4;4;11;12;18;14;6
C66;Ureter;33;-;-;-;-;-;1;-;-;-;-;-;-;6;4;9;4;4;5
C67;Bladder;391;-;-;-;-;-;1;2;3;3;9;18;20;29;35;63;63;69;76
C68;Urinary organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-
C69;Eye and adnexa;30;1;2;-;-;-;-;-;2;1;1;2;3;5;3;4;2;-;4
