icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;6.0;-;-;-;-;-;-;-;-;-;-;-;-;-;1.30059307;-;2.58782429;-;6.4699793;0.33930472;0.16848;0.09724593;0.00650275
C01;Base of tongue;13.0;-;-;-;-;-;-;-;-;-;0.78132935;1.65848481;2.59165832;3.40379182;2.60118614;1.28144342;-;1.60732942;-;0.73516023;0.65504012;0.48132311;0.06157051
C02;Tongue;23.0;-;-;-;-;-;-;0.90305685;-;-;1.56265871;3.31696962;1.72777221;6.80758365;3.90177921;2.56288684;-;-;6.4699793;1.30066809;1.14649104;0.85586666;0.10385956
C03;Gum;13.0;-;-;-;-;-;-;-;-;0.77997644;2.34398806;-;1.72777221;-;-;2.56288684;3.88173643;3.21465884;-;0.73516023;0.50901177;0.36269715;0.03706625
C04;Floor of mouth;22.0;-;-;-;-;-;-;-;-;0.77997644;-;4.14621202;6.04720274;4.5383891;3.90177921;-;-;3.21465884;-;1.2441173;1.12280257;0.81065953;0.0970207
C05;Palate;7.0;-;-;-;-;-;-;0.90305685;-;-;-;1.65848481;1.72777221;1.13459727;1.30059307;-;-;-;-;0.39585551;0.39172784;0.29062022;0.03361687
C06;Mouth, NOS;12.0;-;-;-;-;-;-;-;-;-;0.78132935;0.8292424;3.45554442;2.26919455;1.30059307;-;-;4.82198827;-;0.67860944;0.53377602;0.38045917;0.0431702
C07;Parotid gland;22.0;-;-;-;-;0.9663423;0.97822472;-;1.65944807;1.55995289;2.34398806;0.8292424;-;2.26919455;1.30059307;1.28144342;3.88173643;3.21465884;6.4699793;1.2441173;0.96201175;0.77348582;0.06592041
C08;Salivary glands, NOS;3.0;-;-;-;-;-;-;0.90305685;-;-;-;0.8292424;-;-;-;-;-;-;2.15665977;0.16965236;0.14282755;0.10642883;0.00866112
C09;Tonsil;36.0;-;-;-;-;-;-;-;-;2.33992933;2.34398806;5.80469683;6.04720274;3.40379182;6.50296535;5.12577367;2.58782429;3.21465884;-;2.03582832;1.76501965;1.28886564;0.15771723
C10;Oropharynx;17.0;-;-;-;-;-;-;-;-;0.77997644;2.34398806;0.8292424;4.31943053;3.40379182;1.30059307;-;1.29391214;3.21465884;-;0.96136337;0.8161284600000001;0.60585909;0.06486407
C11;Nasopharynx;4.0;-;-;-;-;-;-;-;-;0.77997644;-;-;0.86388611;1.13459727;-;1.28144342;-;-;-;0.22620315;0.20160468;0.15236679;0.02029746
C12;Pyriform sinus;8.0;-;-;-;-;-;-;-;-;-;0.78132935;2.48772721;1.72777221;1.13459727;-;-;1.29391214;-;-;0.45240629;0.4151084;0.29870002;0.03065243
C13;Hypopharynx;5.0;-;-;-;-;-;-;-;-;-;-;0.8292424;0.86388611;-;2.60118614;1.28144342;-;-;-;0.28275393;0.25237088;0.17968202;0.0278749
C14;Lip, oral cavity and pharynx, NOS;2.0;-;-;-;-;-;-;-;-;0.77997644;-;-;-;-;-;-;-;1.60732942;-;0.11310157;0.07067165;0.05483523;0.00389981
C15;Oesophagus;82.0;-;-;-;-;-;-;-;-;-;1.56265871;11.60939366;12.09440547;6.80758365;13.0059307;6.40721709;12.93912143;16.07329422;23.72325742;4.6371645;3.35728886;2.27700501;0.25710486
