icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;17;-;-;-;-;-;-;-;-;1;1;1;2;3;2;3;2;2;-
C01;Base of tongue;87;-;-;-;-;-;-;-;-;-;3;8;12;19;27;8;7;1;2
C02;Tongue;107;-;-;-;-;-;-;-;2;2;6;12;18;19;23;10;6;4;5
C03;Gum;25;-;-;-;-;-;-;-;-;-;-;4;7;2;4;3;2;2;1
C04;Floor of mouth;82;-;-;-;-;-;-;-;-;-;5;9;12;25;14;13;3;-;1
C05;Palate;44;-;-;-;-;-;-;-;-;1;3;3;5;9;8;12;1;2;-
C06;Mouth, NOS;28;-;-;-;-;1;-;-;-;1;-;1;4;7;4;4;3;3;-
C07;Parotid gland;23;-;-;-;-;-;1;2;2;1;-;-;2;2;3;2;2;4;2
C08;Salivary glands, NOS;3;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-
C09;Tonsil;125;-;-;-;-;-;-;1;-;-;11;16;23;26;24;11;8;4;1
C10;Oropharynx;57;-;-;-;-;-;-;-;-;-;1;4;11;19;12;6;2;1;1
C11;Nasopharynx;25;-;-;1;-;1;-;-;2;1;2;2;1;2;7;1;3;2;-
C12;Pyriform sinus;85;-;-;-;-;-;-;-;-;1;3;13;14;19;15;10;6;4;-
C13;Hypopharynx;44;-;-;-;-;-;-;-;-;-;-;6;9;12;7;5;-;3;2
C14;Lip, oral cavity and pharynx, NOS;5;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;-;-;-
C15;Oesophagus;457;-;-;-;-;-;-;1;2;1;14;21;35;64;78;82;64;49;46
C16;Stomach;541;-;-;-;-;-;2;1;6;11;17;33;42;53;69;66;107;64;70
C17;Small intestine;109;-;-;-;-;-;-;-;2;2;5;10;17;11;21;11;7;16;7
C18;Colon;1882;-;1;3;2;-;6;7;11;21;40;86;145;202;262;314;270;284;228
C19;Rectosigmoid junction;37;-;-;-;-;-;-;-;-;-;1;3;5;5;7;7;5;2;2
C20;Rectum;844;-;-;-;-;1;3;4;4;13;13;47;105;116;144;97;119;106;72
C21;Anus and anal canal;40;-;-;-;-;-;-;-;-;1;4;2;7;5;6;5;5;2;3
C22;Liver and intrahepatic bile ducts;342;-;-;-;-;-;2;1;2;3;3;17;26;54;60;63;56;37;18
C23;Gallbladder;21;-;-;-;-;-;-;-;-;-;-;-;5;1;4;2;3;4;2
C24;Biliary tract, NOS;107;-;-;-;-;-;-;1;2;1;1;1;6;14;17;19;13;19;13
C25;Pancreas;563;-;-;-;-;-;1;1;1;6;18;31;37;77;93;95;82;72;49
C26;Other ill-defined digestive organs;9;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;2;2;1
