icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;14;-;-;-;-;-;-;-;-;-;-;1;-;1;2;3;2;-;5
C01;Base of tongue;8;-;-;-;-;-;-;-;-;1;1;-;3;1;-;1;-;1;-
C02;Tongue;24;-;-;-;-;-;1;-;-;2;3;1;1;1;2;2;2;4;5
C03;Gum;5;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;1;-;-
C04;Floor of mouth;15;-;-;-;-;-;-;-;-;-;2;3;3;2;2;-;-;3;-
C05;Palate;16;-;-;-;-;-;-;-;-;-;2;3;6;-;3;1;1;-;-
C06;Mouth, NOS;14;-;-;-;-;-;-;-;-;-;-;1;-;2;1;6;2;1;1
C07;Parotid gland;22;-;-;-;-;-;-;-;-;2;2;1;1;3;3;3;1;2;4
C08;Salivary glands, NOS;8;-;-;-;-;-;-;-;-;-;1;1;1;2;-;-;1;-;2
C09;Tonsil;20;-;-;-;-;-;-;-;1;-;6;3;1;4;2;3;-;-;-
C10;Oropharynx;6;-;-;-;-;-;-;-;1;1;1;1;1;-;-;-;1;-;-
C11;Nasopharynx;6;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;1;-;1
C12;Pyriform sinus;6;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;1;-;1
C13;Hypopharynx;5;-;-;-;-;-;-;-;-;-;-;-;2;2;-;1;-;-;-
C14;Lip, oral cavity and pharynx, NOS;5;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;1
C15;Oesophagus;95;-;-;-;-;-;-;-;2;-;4;7;8;9;16;18;16;8;7
C16;Stomach;326;-;-;-;-;-;2;3;3;3;7;6;14;22;40;38;59;47;82
C17;Small intestine;39;-;-;-;-;-;-;2;1;3;1;2;2;4;2;8;3;5;6
C18;Colon;1393;-;-;-;-;2;2;3;14;21;43;54;65;114;182;237;261;174;221
C19;Rectosigmoid junction;115;-;-;-;-;-;-;-;-;4;1;6;11;18;22;13;19;12;9
C20;Rectum;516;-;-;-;-;2;-;2;4;9;17;33;53;53;65;79;81;60;58
C21;Anus and anal canal;20;-;-;-;-;-;-;-;-;3;3;2;1;1;1;-;5;3;1
C22;Liver and intrahepatic bile ducts;91;2;-;1;-;-;-;-;-;-;3;2;4;13;7;20;16;10;13
C23;Gallbladder;48;-;-;-;-;-;-;-;-;-;2;2;1;6;5;7;15;5;5
C24;Biliary tract, NOS;33;-;-;-;-;-;-;-;-;-;3;-;2;-;5;8;7;4;4
C25;Pancreas;249;-;-;-;-;-;-;1;1;5;8;16;16;22;28;45;49;28;30
C26;Other ill-defined digestive organs;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-
C30;Nasal cavity and middle ear;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-
C31;Accessory sinuses;11;-;-;-;-;2;-;1;-;-;1;1;1;-;1;3;1;-;-
C32;Larynx;37;-;-;-;-;-;-;-;-;1;2;5;5;4;7;4;6;3;-
C33;Trachea;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-
C34;Bronchus and lung;656;-;-;-;-;-;1;2;8;20;42;59;71;72;114;114;87;32;34
C37;Thymus;9;-;-;-;-;-;-;1;-;-;-;2;2;2;1;1;-;-;-
C38;Heart, mediastinum and pleura;30;2;-;-;-;-;1;-;1;1;1;1;1;1;2;4;3;5;7
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;18;-;-;2;-;2;1;2;-;1;3;2;-;2;2;-;1;-;-
C41;Bone and articular cartilage, NOS;15;1;-;1;-;1;-;1;1;2;2;1;1;-;-;1;3;-;-
C43;Malignant melanoma of skin;439;1;1;-;4;7;26;29;45;35;35;35;31;36;50;33;28;18;25
C44;Malignant neoplasms of skin;512;-;1;-;2;1;1;2;4;6;12;12;19;33;52;67;82;73;145
C45;Mesothelioma;20;-;-;-;-;-;1;-;2;-;-;3;1;1;5;1;4;-;2
C46;Kaposi's sarcoma;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-
C47,C49;Soft tissues;95;6;-;2;1;4;1;3;7;2;3;8;7;8;4;13;9;7;10
C48;Retroperitoneum and peritoneum;35;-;-;-;-;-;1;-;1;-;6;2;3;5;5;3;4;3;2
C50;Breast;5340;-;-;-;1;3;23;74;211;381;557;662;671;679;668;509;450;231;220
C51;Vulva;72;-;-;-;-;1;-;-;-;1;5;4;2;9;5;12;19;7;7
C52;Vagina;24;-;-;-;-;-;-;-;-;2;2;-;1;3;3;4;4;1;4
C53;Cervix uteri;392;-;-;-;-;2;16;19;46;52;59;29;33;21;22;36;28;8;21
C54;Corpus uteri;792;-;-;-;-;-;1;3;5;7;22;52;103;140;152;112;115;48;32
C55;Uterus;30;-;-;-;-;-;-;1;2;1;1;1;8;3;5;1;2;2;3
C56;Ovary;589;-;-;-;2;3;5;3;11;30;41;56;64;69;90;75;67;46;27
C57;Female genital organs, NOS;11;-;-;-;-;-;-;-;-;-;-;2;2;-;1;3;1;1;1
C58;Placenta;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;280;4;1;-;1;2;1;3;3;9;8;11;33;34;42;45;39;28;16
C65;Renal pelvis;17;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;5;3;3
C66;Ureter;21;-;-;-;-;-;-;-;-;1;1;-;-;2;3;6;4;2;2
C67;Bladder;246;-;-;-;-;-;-;-;-;3;5;4;9;12;25;42;53;37;56
C68;Urinary organs, NOS;3;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-
C69;Eye and adnexa;26;-;-;-;-;-;-;-;1;-;4;3;2;2;2;5;4;2;1
C70;Meninges;6;-;-;-;-;-;1;-;-;1;-;-;1;1;1;1;-;-;-
C71;Brain;180;4;4;4;4;3;7;6;8;13;11;10;13;18;18;26;21;8;2
C72;Spinal cord, cranial nerves and CNS, NOS;6;2;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-
C73;Thyroid gland;137;-;-;-;-;5;9;4;10;14;7;9;20;12;11;17;11;6;2
C74;Adrenal gland;14;5;-;-;-;1;-;-;1;1;1;-;1;-;-;4;-;-;-
C75;Endocrine glands, NOS;6;-;-;-;-;1;-;1;-;-;-;1;-;1;-;1;1;-;-
C81;Hodgkin's disease;90;-;1;4;8;16;8;10;6;8;8;3;1;3;3;2;8;1;-
C82-C85;Non-Hodgkin-lymphoma;430;1;-;1;-;4;2;9;6;12;19;29;33;51;58;63;60;35;47
C88;Malignant immunoproliferative diseases;7;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;3
C90;Multiple myeloma;187;-;-;-;-;-;-;-;1;4;8;10;12;23;23;34;38;22;12
C91;Lymphoid leukaemia;153;9;3;2;1;1;1;3;2;2;6;7;15;13;11;24;23;12;18
C92;Myeloid leukaemia;137;1;1;1;2;1;6;3;-;7;2;7;5;12;10;22;22;14;21
C93;Monocytic leukaemia;4;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-
C94-C95;Leukaemia other;28;1;-;-;-;1;-;-;-;-;-;1;3;2;2;6;2;5;5
C96;Lymphoid, haematopoietic and related tissue, NOS;13;2;2;1;1;1;-;1;-;-;-;1;-;1;2;-;-;-;1
C76;Other and ill-defined sites;19;-;1;-;-;-;-;-;1;1;1;1;2;1;3;2;2;1;3
C80;Unknown primary site;539;1;1;-;-;5;9;11;23;14;26;29;36;51;51;74;88;56;64
Total;;14782;43;16;20;27;72;129;203;435;688;1012;1210;1415;1607;1850;1873;1842;1088;1252
Total excl. non-melanoma;;14270;43;15;20;25;71;128;201;431;682;1000;1198;1396;1574;1798;1806;1760;1015;1107
