icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;35;-;-;-;-;-;-;-;-;-;2;5;2;7;6;4;3;5;1
C01;Base of tongue;112;-;-;-;-;-;-;-;-;1;5;9;14;27;26;16;11;3;-
C02;Tongue;174;-;-;-;-;-;1;2;2;6;10;15;33;30;24;18;14;12;7
C03;Gum;33;-;-;-;-;-;-;-;-;-;2;3;3;5;8;2;1;4;5
C04;Floor of mouth;165;-;-;-;-;-;-;1;-;-;14;28;36;32;24;13;11;3;3
C05;Palate;73;-;-;-;-;-;-;-;-;3;3;15;16;11;7;8;5;3;2
C06;Mouth, NOS;62;-;-;-;-;-;-;-;-;1;2;10;14;13;10;3;1;6;2
C07;Parotid gland;58;-;-;2;-;1;1;1;3;2;4;5;4;3;4;8;6;5;9
C08;Salivary glands, NOS;14;-;-;-;-;-;-;-;-;-;1;2;4;1;3;1;-;1;1
C09;Tonsil;173;-;-;-;-;-;-;-;1;-;13;23;38;32;31;16;8;7;4
C10;Oropharynx;150;-;-;-;-;-;-;-;-;2;5;18;38;41;17;10;12;7;-
C11;Nasopharynx;61;-;-;1;-;-;2;5;4;4;11;5;6;9;6;3;3;1;1
C12;Pyriform sinus;156;-;-;-;-;-;-;-;1;6;9;16;30;33;26;18;9;3;5
C13;Hypopharynx;74;-;-;-;-;-;-;-;-;-;1;3;12;18;15;16;7;2;-
C14;Lip, oral cavity and pharynx, NOS;14;-;-;-;-;-;-;-;-;-;1;-;1;6;5;-;1;-;-
C15;Oesophagus;731;-;-;-;-;-;-;-;2;7;26;50;81;128;151;94;92;66;34
C16;Stomach;873;-;-;-;-;1;1;6;11;14;32;53;84;97;123;132;119;112;88
C17;Small intestine;179;-;-;-;1;-;2;1;2;4;13;15;15;18;29;22;18;20;19
C18;Colon;3319;-;1;1;2;10;8;8;23;34;61;125;269;446;535;460;509;473;354
C19;Rectosigmoid junction;108;-;-;-;-;-;-;-;-;1;4;10;12;6;24;15;16;11;9
C20;Rectum;1460;-;-;-;-;2;-;1;8;18;38;65;148;264;231;185;189;176;135
C21;Anus and anal canal;79;-;-;-;-;1;-;1;-;2;4;5;7;13;17;7;4;9;9
C22;Liver and intrahepatic bile ducts;658;2;-;-;1;-;-;3;4;4;23;26;63;108;127;128;84;52;33
C23;Gallbladder;33;-;-;-;-;-;-;-;2;1;1;2;2;2;6;5;7;2;3
C24;Biliary tract, NOS;179;-;-;-;-;-;-;-;1;2;5;9;13;22;28;32;25;29;13
C25;Pancreas;891;-;-;-;-;-;2;3;7;12;24;46;87;131;155;130;130;105;59
C26;Other ill-defined digestive organs;22;-;-;-;-;-;-;-;-;-;1;-;-;3;9;2;6;1;-
C30;Nasal cavity and middle ear;44;-;-;-;-;-;-;1;-;1;-;7;1;5;8;5;5;5;6
C31;Accessory sinuses;58;-;-;-;-;-;3;-;-;1;2;5;5;11;12;7;5;4;3
C32;Larynx;475;-;-;-;-;-;-;1;-;5;11;39;70;95;84;58;49;39;24
C33;Trachea;3;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-
C34;Bronchus and lung;5711;-;1;1;-;-;2;3;16;38;97;276;509;875;1048;921;894;679;351
C37;Thymus;31;-;-;-;-;-;-;-;3;2;2;4;6;4;3;3;3;1;-
C38;Heart, mediastinum and pleura;15;1;-;-;-;2;-;1;2;-;-;1;2;-;1;2;1;1;1
C39;Respiratory system and intrathoracic organs, NOS;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-
C40;Bone and articular cartilage of limbs;38;-;-;4;8;6;2;2;2;2;-;-;3;1;2;3;2;-;1
C41;Bone and articular cartilage, NOS;37;1;1;2;2;2;2;3;3;2;2;2;4;2;3;1;5;-;-
C43;Malignant melanoma of skin;1196;-;-;-;2;7;20;28;48;55;92;114;125;136;168;133;116;88;64
C44;Malignant neoplasms of skin;4064;1;-;-;2;1;5;7;17;17;35;78;131;241;374;509;742;889;1015
C45;Mesothelioma;238;-;-;-;-;1;-;1;-;2;1;8;15;22;41;50;45;35;17
C46;Kaposi's sarcoma;46;-;-;-;-;-;1;2;3;5;7;2;6;3;5;5;3;2;2
C47,C49;Soft tissues;196;1;2;2;-;2;1;10;3;8;7;18;17;15;27;19;25;18;21
C48;Retroperitoneum and peritoneum;28;2;1;-;-;-;1;-;2;1;1;1;3;3;7;4;-;2;-
C50;Breast;92;-;-;-;-;1;-;-;-;-;2;4;7;15;10;12;18;8;15
C60;Penis;94;-;-;-;-;1;-;-;-;2;8;4;5;9;18;10;13;10;14
C61;Prostate;8366;-;-;-;3;-;-;-;1;13;77;321;749;1190;1791;1496;1346;907;472
C62;Testis;376;2;-;1;18;33;64;84;79;35;22;12;6;6;4;3;3;2;2
C63;Male genital organs, NOS;10;-;-;-;-;-;-;-;2;-;-;2;-;-;-;2;2;1;1
C64;Kidney;1136;3;-;-;-;-;3;5;17;33;59;95;127;174;179;162;130;94;55
C65;Renal pelvis;174;-;-;-;-;-;-;1;1;1;3;3;7;22;25;25;32;30;24
C66;Ureter;103;-;-;-;-;1;-;-;-;-;-;2;6;9;15;20;18;21;11
C67;Bladder;1871;-;-;-;-;-;-;-;-;18;19;51;105;192;269;310;341;294;272
C68;Urinary organs, NOS;70;-;-;-;-;-;-;-;-;-;1;1;3;10;6;12;17;15;5
C69;Eye and adnexa;68;7;-;-;-;-;-;-;1;1;3;6;5;7;11;7;10;6;4
C70;Meninges;11;-;-;-;-;-;-;-;-;1;-;1;2;2;1;4;-;-;-
C71;Brain;490;14;8;6;4;10;20;21;23;19;27;36;52;61;58;49;44;27;11
C72;Spinal cord, cranial nerves and CNS, NOS;15;-;1;-;2;-;1;-;3;1;-;4;2;-;1;-;-;-;-
C73;Thyroid gland;281;-;-;1;4;5;9;18;12;35;22;34;31;37;27;18;14;11;3
C74;Adrenal gland;42;6;-;1;-;2;1;3;2;1;1;1;11;4;1;2;2;4;-
C75;Endocrine glands, NOS;13;-;-;2;1;-;-;-;1;1;-;-;3;1;2;-;-;2;-
C81;Hodgkin's disease;189;-;1;7;18;17;23;18;18;11;16;6;9;8;12;6;11;7;1
C82-C86;Non-Hodgkin-lymphoma;1124;1;8;7;3;10;16;14;24;36;42;61;91;108;162;157;158;130;96
C88;Malignant immunoproliferative diseases;183;-;-;-;3;-;-;4;3;4;6;10;16;16;27;25;34;21;14
